縣市,鄉鎮市區,門市店號,門市店名,地址
新北市,林口區,3243,北縣醒吾店,244新北市林口區粉寮路一段101號(醒吾科技大學內生活大樓一樓餐飲中心美食廣場)
新北市,林口區,3878,林口清梅店,244新北市林口區湖北里湖子48號之1壹樓部份
新北市,蘆洲區,3929,蘆洲蘆鑫店,247新北市蘆洲區中山一路293/293-1號全部
新北市,蘆洲區,4609,蘆洲洲正店,247新北市蘆洲區中正路185巷78弄1、3號
新北市,蘆洲區,2958,北縣蘆旺店,247新北市蘆洲區正和街47號
新北市,蘆洲區,4328,蘆洲民華店,247新北市蘆洲區民族路364、366號1樓全部
新北市,蘆洲區,4755,蘆洲保新店,247新北市蘆洲區民族路504號、三民路128巷53號
新北市,蘆洲區,D193,北縣鷺江店,247新北市蘆洲區民權路113號
新北市,蘆洲區,2301,北縣蘆平店,247新北市蘆洲區永平街30號
新北市,蘆洲區,4923,蘆洲永平店,247新北市蘆洲區永平街32巷22弄1號一樓全部與地下室倉儲空間
新北市,蘆洲區,4036,蘆洲祐誠店,247新北市蘆洲區永樂街38巷32.34號
新北市,蘆洲區,3892,蘆洲光榮店,247新北市蘆洲區光榮路68、70號一樓全部
新北市,蘆洲區,D383,北縣長安二店,247新北市蘆洲區長安街66號
新北市,蘆洲區,4125,蘆洲長樂店,247新北市蘆洲區長樂路22號
新北市,蘆洲區,3452,北縣蘆信店,247新北市蘆洲區信義路35號
新北市,蘆洲區,4218,蘆洲得勝店,247新北市蘆洲區得勝街108號一樓
新北市,蘆洲區,L517,車麗屋蘆洲店,247新北市蘆洲區集賢路407號
新北市,蘆洲區,2890,北縣蘆江店,247新北市蘆洲區鷺江街69號一樓
新北市,五股區,5003,五股更寮店,248新北市五股區中興路二段1號一樓全部
新北市,五股區,2691,北縣五春店,248新北市五股區五工五路18號
新北市,五股區,2535,北縣五工店,248新北市五股區五工六路28號
新北市,五股區,3921,五股福鑫店,248新北市五股區五福路8、10號一樓全部
新北市,五股區,2390,北縣五股店,248新北市五股區五權路42之1號
新北市,五股區,3227,北縣五維店,248新北市五股區四維路153號
新北市,五股區,3896,五股憲兵店,248新北市五股區成泰路一段175號(憲兵學校教學區)
新北市,五股區,4316,五股工商店,248新北市五股區成泰路二段91巷9號1樓部份
新北市,五股區,3953,五股郁芳店,248新北市五股區成泰路三段175號
新北市,五股區,3770,北縣西雲店,248新北市五股區西雲路134、134之1號一樓
新北市,五股區,2325,北縣五泰店,248新北市五股區西雲路1號
新北市,五股區,4801,五股成州店,248新北市五股區西雲路211及213號 
新北市,五股區,4819,五股凌雲店,248新北市五股區凌雲路三段46號
新北市,八里區,4259,八里水灣店,249新北市八里區中山路1段125、127號1樓
新北市,八里區,2306,北縣八里店,249新北市八里區中山路一段177號
新北市,八里區,4528,八里鐵塔店,249新北市八里區中山路一段43、43-1號
新北市,八里區,2442,北縣商港店,249新北市八里區商港路46.48號
新北市,八里區,4764,八里大船店,249新北市八里區商港路6、8、10號 
新北市,八里區,3458,北縣米倉店,249新北市八里區龍米路一段215.217號
新北市,八里區,4243,八里聖心店,249新北市八里區龍米路二段57、59號
新北市,淡水區,A171,北縣金龍店,251新北市淡水區水源街２段１９４號一樓及地下一樓全部
新北市,淡水區,2318,北縣淡俊店,251新北市淡水區北新路137、139號1F
新北市,淡水區,2897,北縣淡鑫店,251新北市淡水區北新路165.167號
新北市,淡水區,4081,淡水天元店,251新北市淡水區北新路二段148、150號1樓部份
新北市,淡水區,4739,淡水櫻花店,251新北市淡水區北新路二段17號
新北市,淡水區,4802,淡水沙崙店,251新北市淡水區沙崙路214號
新北市,淡水區,4298,淡水後洲店,251新北市淡水區後洲路一段50號、50之1號1樓
新北市,淡水區,4216,淡水五虎崗店,251新北市淡水區英專路151號
新北市,淡水區,4131,淡水純德店,251新北市淡水區真理街26號(私立淡江中學體育館B1)
新北市,淡水區,3424,淡水純德二店,251新北市淡水區真理街26號
新北市,淡水區,3751,北縣真理店,251新北市淡水區真理街32號
新北市,淡水區,2749,北縣淡虹店,251新北市淡水區淡金路5段20-22號
新北市,淡水區,4511,淡水屯山店,251新北市淡水區淡金路5段98、100、102號
新北市,淡水區,4658,淡水英才店,251新北市淡水區清水街2號、英專路43號
新北市,淡水區,4093,淡水新市店,251新北市淡水區新市一路一段104巷6號1樓
新北市,淡水區,4529,淡水新洲店,251新北市淡水區新市二路二段52、56、58、60號一樓全部
新北市,淡水區,4788,淡水國家店,251新北市淡水區新市五路二段51、53、55號
新北市,淡水區,4153,淡水莊園店,251新北市淡水區濱海路一段221號(金湯川溫泉汽旅區會館區一樓)
新北市,淡水區,4541,淡水海天店,251新北市淡水區濱海路三段140、142號
新北市,淡水區,3914,淡水帆船店,251新北市淡水區觀海路91號(藝術大街區W1F22)
新北市,三芝區,2237,北縣芝蘭店,252新北市三芝區中正路一段68號
新北市,三芝區,4844,三芝天涯店,252新北市三芝區田心子2號
新北市,石門區,4845,石門海角店,253新北市石門區草里里1鄰阿里荖6之2號 
宜蘭縣,宜蘭市,4677,宜蘭廣進店,260宜蘭縣宜蘭市中山路一段118號1、2樓
宜蘭縣,宜蘭市,L503,車麗屋宜蘭店,260宜蘭縣宜蘭市中山路五段327號
宜蘭縣,宜蘭市,2891,宜蘭宜中店,260宜蘭縣宜蘭市民族路396號
宜蘭縣,宜蘭市,4710,宜蘭黃龍店,260宜蘭縣宜蘭市建軍路46號(編號BG010031-044)
宜蘭縣,宜蘭市,4585,宜蘭好運店,260宜蘭縣宜蘭市校舍路161、161-1、161-2號
宜蘭縣,宜蘭市,2842,宜蘭宜兆店,"260宜蘭縣宜蘭市復興路一段88,90號"
宜蘭縣,宜蘭市,4597,宜蘭陽明店,260宜蘭縣宜蘭市陽明二路78、80、82號一樓
宜蘭縣,頭城鎮,4223,頭城烏石店,261宜蘭縣頭城鎮青雲路三段547號一樓(B1)及二樓(1F)全部
宜蘭縣,礁溪鄉,4650,礁溪育龍店,262宜蘭縣礁溪鄉大坡路2、2-1、6、8號1樓
宜蘭縣,礁溪鄉,3563,宜蘭佛光店,262宜蘭縣礁溪鄉林美村林尾路160號
宜蘭縣,礁溪鄉,4268,宜蘭礁溪店,262宜蘭縣礁溪鄉礁溪路六段17號
宜蘭縣,員山鄉,4929,員山慧中店,264宜蘭縣員山鄉枕山村枕山路117-60號
宜蘭縣,羅東鎮,3786,宜蘭公正店,265宜蘭縣羅東鎮公正路342號一樓全部
宜蘭縣,羅東鎮,2722,宜蘭羅東店,265宜蘭縣羅東鎮東安里27鄰傳藝路三段186號
宜蘭縣,三星鄉,4727,三星聖嘉民店,266宜蘭縣三星鄉三星路二段265巷100號
宜蘭縣,三星鄉,4470,宜蘭青蔥店,266宜蘭縣三星鄉月眉村三星路四段436號一樓
宜蘭縣,五結鄉,4333,五結新洋店,268宜蘭縣五結鄉中興路三段364、366、368號1樓
宜蘭縣,五結鄉,4607,五結傳中店,268宜蘭縣五結鄉季新村五濱路二段201號
宜蘭縣,蘇澳鎮,4937,蘇澳軍艦店,270宜蘭縣蘇澳鎮軍港路10號
宜蘭縣,蘇澳鎮,3858,宜蘭隘城店,270宜蘭縣蘇澳鎮海山西路270號一樓全部
宜蘭縣,蘇澳鎮,3392,宜蘭新馬店,270宜蘭縣蘇澳鎮馬賽路439號
宜蘭縣,蘇澳鎮,4877,蘇澳馬賽庄,270宜蘭縣蘇澳鎮新榮路1號1樓
宜蘭縣,蘇澳鎮,4666,蘇澳龍祥店,270宜蘭縣蘇澳鎮龍祥二路1、3號一樓
宜蘭縣,蘇澳鎮,3738,宜蘭南澳店,270宜蘭縣蘇澳鎮蘇花路二段268號一樓之部份
宜蘭縣,蘇澳鎮,4840,蘇澳粉鳥林店,270宜蘭縣蘇澳鎮蘇花路三段160號一樓
新竹縣,竹北市,3508,竹北北鮮店,302新竹縣竹北市大同街33號
新竹縣,竹北市,3015,竹北竹慶店,302新竹縣竹北市中山路12號
新竹縣,竹北市,4175,竹北裕新店,302新竹縣竹北市中山路415號
新竹縣,竹北市,4688,竹北中正西店,302新竹縣竹北市中正西路213號
新竹縣,竹北市,2713,竹北竹洲店,302新竹縣竹北市中正西路671號
新竹縣,竹北市,3739,竹北鳳岡店,302新竹縣竹北市中華路1165號
新竹縣,竹北市,2411,竹北竹振店,302新竹縣竹北市中華路348號
新竹縣,竹北市,4437,竹北起飛店,302新竹縣竹北市仁義路148號及四維街126號
新竹縣,竹北市,4682,竹北生醫店,302新竹縣竹北市生醫路一段2號
新竹縣,竹北市,4497,竹北晨晞店,302新竹縣竹北市光明六路371號
新竹縣,竹北市,2057,竹北東興店,302新竹縣竹北市東興路二段6、8號
新竹縣,竹北市,4072,竹北皇家店,302新竹縣竹北市莊敬三路117號
新竹縣,竹北市,3998,竹北綠能店,302新竹縣竹北市莊敬北路427號
新竹縣,竹北市,4138,竹北水妍店,302新竹縣竹北市莊敬南路63號
新竹縣,竹北市,4291,竹北科儀店,302新竹縣竹北市博愛街708號
新竹縣,竹北市,3466,竹北北愛店,302新竹縣竹北市博愛街762號
新竹縣,竹北市,F603,竹北華興店,302新竹縣竹北市華興街228號
新竹縣,竹北市,3028,竹北竹凰店,302新竹縣竹北市鳳岡路三段245號
新竹縣,竹北市,4157,竹北新鳳店,302新竹縣竹北市鳳岡路三段256、258號
新竹縣,竹北市,3289,竹北北冠店,302新竹縣竹北市縣政九路161號
新竹縣,竹北市,3087,竹北竹文店,302新竹縣竹北市縣政九路215號
新竹縣,竹北市,4120,竹北水岸店,302新竹縣竹北市興隆路三段357號
新竹縣,湖口鄉,3872,湖口長嶺店,303新竹縣湖口鄉八德路三段27號
新竹縣,湖口鄉,3933,湖口長安店,303新竹縣湖口鄉八德路三段2號+長安路1、3號
新竹縣,湖口鄉,4841,湖口波羅店,303新竹縣湖口鄉三元路二段3號
新竹縣,湖口鄉,4304,湖口德成店,303新竹縣湖口鄉中山路一段506號
新竹縣,湖口鄉,2893,竹縣竹麟店,303新竹縣湖口鄉中山路二段119號
新竹縣,湖口鄉,2920,竹縣竹蓮店,303新竹縣湖口鄉中平路一段368、370號
新竹縣,湖口鄉,3575,竹縣湖笙店,303新竹縣湖口鄉中正路三段10、12號
新竹縣,湖口鄉,4079,湖口鳳凰店,303新竹縣湖口鄉仁和路111、113號
新竹縣,湖口鄉,3163,竹縣竹賀店,303新竹縣湖口鄉文化路65號
新竹縣,湖口鄉,3579,竹縣東光店,303新竹縣湖口鄉光復東路150號
新竹縣,湖口鄉,4921,湖口生風店,303新竹縣湖口鄉光復東路251號
新竹縣,湖口鄉,3389,竹縣湖丰店,303新竹縣湖口鄉光復東路335、335-1號
新竹縣,湖口鄉,3451,竹縣湖德店,303新竹縣湖口鄉明德街243號
新竹縣,湖口鄉,3918,湖口湖南店,303新竹縣湖口鄉國強街1巷8號
新竹縣,湖口鄉,4641,湖口戰車店,303新竹縣湖口鄉勝利路二段350號
新竹縣,湖口鄉,2675,竹縣竹祥店,303新竹縣湖口鄉榮光路123號
新竹縣,湖口鄉,3919,湖口湖北店,303新竹縣湖口鄉榮光路158號
新竹縣,湖口鄉,2865,竹縣竹鑽店,303新竹縣湖口鄉德和路76巷2號
新竹縣,湖口鄉,4202,湖口德旺店,303新竹縣湖口鄉德興路297號
新竹縣,新豐鄉,3055,竹縣竹陞店,304新竹縣新豐鄉池府路69號
新竹縣,新豐鄉,4584,新豐新庄子店,304新竹縣新豐鄉建興路二段627巷1號
新竹縣,新豐鄉,3465,竹縣豐埔店,304新竹縣新豐鄉埔和村7鄰埔頂186號
新竹縣,新豐鄉,F674,竹縣新豐三店,304新竹縣新豐鄉康樂路1段110號.尚仁街1號
新竹縣,新豐鄉,4133,新豐叮噹店,304新竹縣新豐鄉康樂路一段399號
新竹縣,新豐鄉,3107,竹縣竹寶店,304新竹縣新豐鄉新和路128號
新竹縣,新埔鎮,3910,新埔新田店,305新竹縣新埔鎮田新路408號
新竹縣,關西鎮,4879,關西威武店,306新竹縣關西鎮東平里老庚寮1鄰22號1樓部份(關西營區)
新竹縣,芎林鄉,4006,芎林富山店,307新竹縣芎林鄉文山路137、139、141號
新竹縣,芎林鄉,3187,竹縣富林店,307新竹縣芎林鄉文德路51號及綠獅段715-2地號全部
新竹縣,芎林鄉,3480,竹縣富裕店,307新竹縣芎林鄉福昌街393號
新竹縣,寶山鄉,4982,寶山成蹊店,308新竹縣寶山鄉大雅路二段100號(臨)壹樓全部及二坪段321地號部份
新竹縣,寶山鄉,4239,寶山寶鑫店,308新竹縣寶山鄉園區二路376、378號
新竹縣,寶山鄉,4911,寶山不語店,308新竹縣寶山鄉雙園路二段295號(臨)
新竹縣,寶山鄉,2141,竹縣寶山店,308新竹縣寶山鄉雙園路二段327號
新竹縣,竹東鎮,3923,竹東上坪店,310新竹縣竹東鎮上坪里4鄰上坪45之7號
新竹縣,竹東鎮,4042,竹東巨星店,310新竹縣竹東鎮中興路二段426、426-1、426-2、426-3號
新竹縣,竹東鎮,3337,竹縣東竹店,310新竹縣竹東鎮竹中路131號
新竹縣,竹東鎮,4286,竹東東泰店,310新竹縣竹東鎮東峰路343號
新竹縣,竹東鎮,4276,竹東榮昇店,310新竹縣竹東鎮東榮路105號
新竹縣,竹東鎮,4615,竹東榮春店,310新竹縣竹東鎮長春路二段97、99號
新竹縣,尖石鄉,4358,尖石會來店,313新竹縣尖石鄉嘉樂村3鄰麥樹仁98、99號
新竹縣,尖石鄉,4988,尖石薰衣草,313新竹縣尖石鄉嘉樂村6鄰嘉樂1號
桃園市,中壢區,4619,中壢海華店,320桃園市中壢區九和一街68、70號
桃園市,中壢區,3486,中壢壢普店,320桃園市中壢區中山東路二段445-1、445-2號
桃園市,中壢區,3077,中壢桃雙店,320桃園市中壢區中山東路三段282號
桃園市,中壢區,F130,中壢中山店,320桃園市中壢區中山路438號
桃園市,中壢區,3042,中壢桃通店,320桃園市中壢區中正路1096號
桃園市,中壢區,F351,中壢中正店,320桃園市中壢區中正路483號
桃園市,中壢區,4389,中壢高正店,320桃園市中壢區中正路621、623、625號
桃園市,中壢區,3296,中壢壢聖店,320桃園市中壢區中正路二段359號
桃園市,中壢區,4480,中壢星辰店,320桃園市中壢區中華路一段390號
桃園市,中壢區,L514,車麗屋中壢店,320桃園市中壢區中華路二段66號
桃園市,中壢區,2355,中壢桃江店,320桃園市中壢區中園路二段544號
桃園市,中壢區,2698,中壢桃吉店,320桃園市中壢區中豐路79、79-1號
桃園市,中壢區,F213,中壢光中店,320桃園市中壢區五光一街1號+中正路665號
桃園市,中壢區,4756,中壢興國店,320桃園市中壢區元化路二段45號
桃園市,中壢區,V501,中壢國道四店,320桃園市中壢區內定二街998-之3號
桃園市,中壢區,3917,中壢國道店,320桃園市中壢區內定二街998之3號
桃園市,中壢區,3578,中壢壢秀店,320桃園市中壢區民族路45、47號
桃園市,中壢區,4907,中壢洽溪店,320桃園市中壢區民權路四段566號全部
桃園市,中壢區,2948,中壢桃萱店,320桃園市中壢區永福路1055號
桃園市,中壢區,3455,中壢壢榮店,320桃園市中壢區永福路603號
桃園市,中壢區,F169,中壢永興店,320桃園市中壢區永興街28號
桃園市,中壢區,3967,中壢壢工店,320桃園市中壢區吉林路132號
桃園市,中壢區,3155,中壢桃杰店,320桃園市中壢區吉林路69、71號
桃園市,中壢區,2853,中壢桃合店,320桃園市中壢區合圳北路二段47號
桃園市,中壢區,4073,中壢合定店,320桃園市中壢區合定路11號
桃園市,中壢區,4997,中壢橙蕉店,320桃園市中壢區成功路146號壹樓部份
桃園市,中壢區,F983,中壢工業店,320桃園市中壢區自強一路100.102號
桃園市,中壢區,2909,中壢桃業店,320桃園市中壢區自強一路22、26號
桃園市,中壢區,3131,中壢桃茁店,320桃園市中壢區西園路112號
桃園市,中壢區,3535,中壢壢廣店,320桃園市中壢區志廣路81號
桃園市,中壢區,2348,中壢桃威店,320桃園市中壢區延平路268、270號
桃園市,中壢區,F201,中壢正神店,320桃園市中壢區忠孝路107、109號
桃園市,中壢區,4322,中壢愛琴店,320桃園市中壢區忠孝路320、332號及成章二街476號
桃園市,中壢區,4694,中壢慈惠店,320桃園市中壢區恩德街40號及慈惠二街41號
桃園市,中壢區,4570,中壢A18店,320桃園市中壢區高鐵北路一段5號2樓(桃園捷運A18站E區)
桃園市,中壢區,4534,中壢青埔店,320桃園市中壢區高鐵站前西路二段133號全部
桃園市,中壢區,4201,中壢聖德店,320桃園市中壢區新生路二段324、326、328號
桃園市,中壢區,3156,中壢壢民店,320桃園市中壢區義民路二段157號
桃園市,中壢區,2544,中壢桃田店,320桃園市中壢區榮民南路301號
桃園市,中壢區,4430,中壢元氣店,320桃園市中壢區興仁路二段95、97號
桃園市,中壢區,2170,中壢龍和店,320桃園市中壢區龍和一街240號
桃園市,中壢區,4187,中壢翔嘉店,320桃園市中壢區龍岡路二段326號
桃園市,中壢區,4797,中壢米干店,320桃園市中壢區龍東路122、124號
桃園市,中壢區,4198,中壢陸科店,320桃園市中壢區龍東路750號
桃園市,中壢區,4859,中壢龍泉店,320桃園市中壢區龍泉街137巷88號
桃園市,中壢區,F167,中壢環北店,320桃園市中壢區環北路1號
桃園市,平鎮區,2096,平鎮大仁店,324桃園市平鎮區大勇街64號
桃園市,平鎮區,3911,平鎮新貴店,324桃園市平鎮區中豐路687號
桃園市,平鎮區,4045,平鎮勤學店,324桃園市平鎮區中豐路山頂段2號
桃園市,平鎮區,4149,平鎮資通店,324桃園市平鎮區中豐路山頂段358號
桃園市,平鎮區,2850,平鎮桃軍店,324桃園市平鎮區中豐路山頂段一巷2號
桃園市,平鎮區,3816,平鎮連峰店,324桃園市平鎮區民族路雙連二段108、110、112號
桃園市,平鎮區,2565,平鎮桃圳店,324桃園市平鎮區圳南路2號
桃園市,平鎮區,2662,平鎮桃勤店,324桃園市平鎮區自由街215、217號
桃園市,平鎮區,2831,平鎮桃豐店,324桃園市平鎮區東豐路127、129、131號
桃園市,平鎮區,4426,平鎮豐收店,324桃園市平鎮區東豐路239、241、243、245號
桃園市,平鎮區,4920,平鎮平南王,324桃園市平鎮區金城街65號
桃園市,平鎮區,4015,平鎮平德店,324桃園市平鎮區南平路二段526號
桃園市,平鎮區,4672,平鎮南京店,324桃園市平鎮區南京路186號
桃園市,平鎮區,4186,平鎮湧豐店,324桃園市平鎮區南豐路102、104、106號
桃園市,平鎮區,3587,平鎮平圳店,324桃園市平鎮區洪圳路378-2號
桃園市,平鎮區,F227,平鎮高雙店,324桃園市平鎮區高雙路2號
桃園市,平鎮區,3939,平鎮和中店,324桃園市平鎮區陸光路180號
桃園市,平鎮區,4712,平鎮好漢店,324桃園市平鎮區陸光路300號
桃園市,平鎮區,4113,平鎮復梅店,324桃園市平鎮區復旦路二段206號
桃園市,平鎮區,4467,平鎮富寶店,324桃園市平鎮區新富五街47、49號
桃園市,平鎮區,4991,平鎮聯新店,324桃園市平鎮區廣泰路75號
桃園市,平鎮區,3645,平鎮平東店,324桃園市平鎮區龍安路141號
桃園市,平鎮區,3027,平鎮桃爺店,324桃園市平鎮區關爺西路1、1-1號
桃園市,龍潭區,4588,龍潭國保店,325桃園市龍潭區中正路471號
桃園市,龍潭區,2718,桃縣桃喜店,325桃園市龍潭區中正路613號
桃園市,龍潭區,3125,桃縣桃豪店,325桃園市龍潭區中正路上華段108、110號
桃園市,龍潭區,2962,桃縣龍吟店,325桃園市龍潭區中原路一段506號
桃園市,龍潭區,4521,龍潭客棧店,325桃園市龍潭區中原路二段575號
桃園市,龍潭區,3855,桃縣高原店,325桃園市龍潭區中原路三段53號
桃園市,龍潭區,F985,桃縣龍潭二店,325桃園市龍潭區中興路209號
桃園市,龍潭區,F772,桃縣龍潭店,325桃園市龍潭區中興路335號
桃園市,龍潭區,4614,龍潭武中店,325桃園市龍潭區中興路336巷74、76號
桃園市,龍潭區,2990,桃縣桃亮店,325桃園市龍潭區中興路649、651號
桃園市,龍潭區,2991,桃縣桃益店,325桃園市龍潭區中豐路529、531號
桃園市,龍潭區,4868,龍潭武林店,325桃園市龍潭區中豐路533巷48號
桃園市,龍潭區,2818,桃縣桃魏店,325桃園市龍潭區中豐路596號
桃園市,龍潭區,3061,桃縣桃翁店,325桃園市龍潭區中豐路711號
桃園市,龍潭區,3132,桃縣桃夏店,325桃園市龍潭區中豐路高平段321、327號
桃園市,龍潭區,V005,新護摩馴店,325桃園市龍潭區中豐路高平段418號
桃園市,龍潭區,4387,龍潭新護店,325桃園市龍潭區中豐路高平段418號
桃園市,龍潭區,3632,桃縣龍萊店,325桃園市龍潭區五福街31、33號
桃園市,龍潭區,4980,龍潭有間店,325桃園市龍潭區民主街18號壹樓全部及民主街20巷2弄2號壹樓部分
桃園市,龍潭區,4745,龍潭江湖店,325桃園市龍潭區民生路108號
桃園市,龍潭區,4075,龍潭大池店,325桃園市龍潭區神龍路234、236號
桃園市,龍潭區,4493,龍潭森之丘店,325桃園市龍潭區梅龍路511號
桃園市,龍潭區,4016,龍潭聖亭店,325桃園市龍潭區聖亭路122、124號
桃園市,龍潭區,4504,龍潭虎穴店,325桃園市龍潭區福龍路二段325號
桃園市,龍潭區,4486,龍潭石門山店,325桃園市龍潭區龍源路大平段262、264、266號
桃園市,楊梅區,4522,楊梅梅溪店,326桃園市楊梅區中山北路一段388號
桃園市,楊梅區,2628,桃縣桃紡店,326桃園市楊梅區中山南路558號
桃園市,楊梅區,4818,楊梅楊梅店,326桃園市楊梅區幼獅路二段1-1號
桃園市,楊梅區,2187,桃縣幼獅店,326桃園市楊梅區幼獅路二段388號
桃園市,楊梅區,4263,楊梅高嶺店,326桃園市楊梅區民族路五段141、143、145號
桃園市,楊梅區,2337,桃縣桃富店,326桃園市楊梅區民富路一段368、370號
桃園市,楊梅區,2363,桃縣桃岡店,326桃園市楊梅區成功路2號
桃園市,楊梅區,4881,楊梅老莊店,326桃園市楊梅區老莊路82號壹樓部份及老莊段694地號部份
桃園市,楊梅區,4369,楊梅高采店,326桃園市楊梅區秀才路200、202、204號
桃園市,楊梅區,4301,楊梅上和店,326桃園市楊梅區和平路1、3號
桃園市,楊梅區,4867,楊梅吐氣店,326桃園市楊梅區金德路18號
桃園市,楊梅區,4457,楊梅映玥店,326桃園市楊梅區青山一街207、209、211號
桃園市,楊梅區,4675,楊梅日光店,326桃園市楊梅區青山一街99、101號
桃園市,楊梅區,3949,楊梅青山店,326桃園市楊梅區青山六街3號
桃園市,楊梅區,4205,楊梅青新店,326桃園市楊梅區青年路二段204巷1、3號
桃園市,楊梅區,4960,楊梅休息站,326桃園市楊梅區校前路294巷69號
桃園市,楊梅區,4257,楊梅高欣店,326桃園市楊梅區高上路一段639號
桃園市,楊梅區,3895,楊梅高獅店,326桃園市楊梅區高獅路899號
桃園市,楊梅區,3996,楊梅新梅店,326桃園市楊梅區梅高路26號
桃園市,楊梅區,F680,桃縣梅獅店,326桃園市楊梅區梅獅路二段135號
桃園市,楊梅區,4746,楊梅福羚店,326桃園市楊梅區梅獅路二段18號
桃園市,楊梅區,3829,楊梅楊科店,326桃園市楊梅區梅獅路二段447、449號
桃園市,楊梅區,3549,桃縣楊翔店,326桃園市楊梅區楊湖路一段655、657號
桃園市,楊梅區,3525,桃縣楊湖店,326桃園市楊梅區楊湖路三段604號
桃園市,楊梅區,4285,楊梅映湖店,326桃園市楊梅區楊湖路三段607號
桃園市,楊梅區,2762,桃縣桃怡店,326桃園市楊梅區楊新北路321巷30號
桃園市,楊梅區,2534,桃縣桃獅店,326桃園市楊梅區獅二路18號
桃園市,楊梅區,3072,桃縣桃騰店,326桃園市楊梅區瑞溪路一段218號
桃園市,楊梅區,3058,桃縣桃文店,326桃園市楊梅區瑞溪路二段102號
桃園市,楊梅區,3235,桃縣楊福店,326桃園市楊梅區福德街66、68號
桃園市,楊梅區,2559,桃縣桃楊店,326桃園市楊梅區環南路6號
桃園市,新屋區,2034,桃縣西濱店,327桃園市新屋區中山西路3段618號
桃園市,新屋區,2910,桃縣桃濱店,327桃園市新屋區中山西路三段650號
桃園市,新屋區,2802,桃縣桃花店,327桃園市新屋區中山東路一段162號
桃園市,新屋區,2963,桃縣桃丹店,327桃園市新屋區中山路457號
桃園市,新屋區,2649,桃縣桃奉店,327桃園市新屋區中華南路二段11、13號
桃園市,新屋區,4664,新屋芳華店,327桃園市新屋區中華南路二段298、300、302號
桃園市,新屋區,3882,新屋東明店,327桃園市新屋區中興路317號
桃園市,新屋區,4350,新屋興旺店,327桃園市新屋區中興路600號
桃園市,新屋區,4616,新屋新華店,327桃園市新屋區新華路一段102號
桃園市,新屋區,4306,新屋水嶺店,327桃園市新屋區新榮路88號
桃園市,觀音區,4705,觀音二聖店,328桃園市觀音區二聖路255號
桃園市,觀音區,3093,桃縣桃鵬店,328桃園市觀音區大觀路二段313號
桃園市,觀音區,4047,觀音觀愛店,328桃園市觀音區中山路二段1362號
桃園市,觀音區,4495,觀音紅糖店,328桃園市觀音區文化路坑尾段376巷1號
桃園市,觀音區,3981,觀音觀海店,328桃園市觀音區成功路一段647號
桃園市,觀音區,F750,桃縣觀音店,328桃園市觀音區成功路一段739號
桃園市,觀音區,3270,桃縣觀坪店,328桃園市觀音區忠愛路三段2號
桃園市,觀音區,4622,觀音菩薩店,328桃園市觀音區長春街50號
桃園市,觀音區,4747,觀音長興店,328桃園市觀音區莊敬路150號
桃園市,觀音區,4695,觀音草漯店,328桃園市觀音區新生路1621號
桃園市,觀音區,4533,觀音蓮花店,328桃園市觀音區新華路一段940號
桃園市,觀音區,4329,觀音青荷店,328桃園市觀音區新華路二段560號
桃園市,觀音區,4373,觀音高潭店,328桃園市觀音區濱海路大潭段172號
桃園市,桃園區,4913,桃園埔子店,330桃園市桃園區力行路328巷21、23號及正光二街71巷31號
桃園市,桃園區,F228,桃市三民店,330桃園市桃園區三民路一段99號、99-1號
桃園市,桃園區,2811,桃市桃仁店,330桃園市桃園區大仁路54、56號
桃園市,桃園區,3527,桃市桃雄店,330桃園市桃園區大有路128號
桃園市,桃園區,4058,桃市民光店,330桃園市桃園區大有路175、179號
桃園市,桃園區,4143,桃市有寶店,330桃園市桃園區大有路491號
桃園市,桃園區,4571,桃園快樂店,330桃園市桃園區大有路726、728號
桃園市,桃園區,F976,桃市大業店,330桃園市桃園區大業路一段395、397號
桃園市,桃園區,3493,桃市桃慧店,330桃園市桃園區大興西路二段55號1樓之2
桃園市,桃園區,2295,桃市桃亨店,330桃園市桃園區大興西路二段8號
桃園市,桃園區,4758,桃園興業店,330桃園市桃園區大興路172號
桃園市,桃園區,4359,桃園大樹店,330桃園市桃園區中正五街225號
桃園市,桃園區,4419,桃園郵驛店,330桃園市桃園區中正路103號
桃園市,桃園區,F785,桃市文中店,330桃園市桃園區文中路331、333、335號
桃園市,桃園區,3018,桃市桃恩店,330桃園市桃園區文中路691、693號
桃園市,桃園區,F899,桃市桃園店,330桃園市桃園區民生路129號
桃園市,桃園區,4676,桃園蕙宇店,330桃園市桃園區同安街442之5、444號
桃園市,桃園區,3978,桃市安慶店,330桃園市桃園區安慶街129、131號
桃園市,桃園區,4487,桃園農工店,330桃園市桃園區成功路二段144號
桃園市,桃園區,F760,桃市三民二店,330桃園市桃園區自強路72號
桃園市,桃園區,4793,桃園至善店,330桃園市桃園區自強路85號及中山東路151號
桃園市,桃園區,2882,桃市桃昌店,330桃園市桃園區宏昌六街108號
桃園市,桃園區,3665,桃市森林店,330桃園市桃園區林森路29號
桃園市,桃園區,2777,桃市桃建店,330桃園市桃園區建國東路11、11-1號
桃園市,桃園區,3790,桃市美旗店,330桃園市桃園區建國路276號
桃園市,桃園區,3141,桃市桃磐店,330桃園市桃園區建新街277號
桃園市,桃園區,3031,桃市桃桐店,330桃園市桃園區桃鶯路220號
桃園市,桃園區,4141,桃市祥儀店,330桃園市桃園區桃鶯路457、459號
