縣市,鄉鎮市區,門市店名,地址,y,x
基隆市,仁愛區,全家基隆車站店,基隆市仁愛區中山一路１６之１號,25.134339,121.739539
基隆市,仁愛區,全家基隆鑫仁二店,基隆市仁愛區仁二路１９８號壹樓及地下室,25.128818,121.744854
基隆市,仁愛區,全家基隆仁三店,基隆市仁愛區仁三路５９號壹樓,25.128847,121.742046
基隆市,仁愛區,全家基隆廟口店,基隆市仁愛區仁德里仁三路３３號一樓,25.128415,121.742868
基隆市,仁愛區,全家基隆仁四店,基隆市仁愛區仁四路５２號１樓,25.128379,121.741188
基隆市,仁愛區,全家基隆鑫忠孝店,基隆市仁愛區孝三路５４號壹樓,25.130108,121.739341
基隆市,仁愛區,全家基隆新站前店,基隆市仁愛區忠一路１９號,25.131325,121.739715
基隆市,仁愛區,全家基隆鑫忠二店,基隆市仁愛區忠二路１５號壹樓,25.130023,121.739992
基隆市,仁愛區,全家基隆仁愛店,基隆市仁愛區愛四路５６號１樓及夾層,25.128972,121.744032
基隆市,仁愛區,全家基隆精一店,基隆市仁愛區精一路４１號１樓,25.125948,121.741068
基隆市,信義區,全家基隆新正信店,基隆市信義區正信路１８１號,25.132178,121.760135
基隆市,信義區,全家基隆東信店,基隆市信義區東信路５號,25.127675,121.767724
基隆市,信義區,全家基隆信一店,基隆市信義區信一路１４８號,25.129631,121.74677
基隆市,信義區,全家基隆信義店,基隆市信義區信二路２３６－２號,25.129659,121.751548
基隆市,信義區,全家基隆深美店,基隆市信義區教忠街１０８號壹樓,25.136516,121.778702
基隆市,信義區,全家基隆新深溪店,基隆市信義區深溪路５９號,25.132781,121.782039
基隆市,信義區,全家基隆新澳坑店,基隆市信義區深澳坑路１０７號,25.126147,121.78573
基隆市,中正區,全家基隆新祥豐店,基隆市中正區中正路６２３號壹樓,25.151282,121.771717
基隆市,中正區,全家基隆正港店,基隆市中正區中正路６４４號,25.151033,121.766893
基隆市,中正區,全家基隆鑫港店,基隆市中正區中正路１８號壹樓,25.132779,121.74454
基隆市,中正區,全家基隆新中船店,基隆市中正區中船路８２號,25.137445,121.751056
基隆市,中正區,全家基隆富港店,基隆市中正區北寧路２５０－８號１．２樓,25.145926,121.783337
基隆市,中正區,全家基隆海大店,基隆市中正區北寧路２號,25.150867,121.772389
基隆市,中正區,全家基隆海洋店,基隆市中正區北寧路２號,25.150867,121.772389
基隆市,中正區,全家基隆二信店,基隆市中正區立德路２４３號壹樓,25.143869,121.76974
基隆市,中正區,全家基隆新和一店,基隆市中正區和一路１１０號,25.155053,121.765795
基隆市,中正區,全家基隆欣豐店,基隆市中正區新豐街３８１號,25.135359,121.785663
基隆市,中正區,全家基隆新義二店,基隆市中正區義二路３４號,25.131062,121.745424
基隆市,中正區,全家基隆觀海店,基隆市中正區砂子里觀海街１３６號１３８號一樓,25.137099,121.795151
基隆市,中正區,全家基隆觀山店,基隆市中正區觀海街６１號,25.138375,121.793451
基隆市,中山區,全家基隆中山店,基隆市中山區中山二路５３號．５３－１號,25.13809,121.740313
基隆市,中山區,全家基隆囍旺店,基隆市中山區中和路８５巷１２號１、２樓,25.148235,121.720787
基隆市,中山區,全家基隆鑫大慶店,基隆市中山區中和路１６８巷２弄１７號,25.149806,121.716965
基隆市,中山區,全家基隆華復店,基隆市中山區通化里中華路２號復旦路１號３號一樓,25.145476,121.738675
基隆市,中山區,全家基隆樂華店,基隆市中山區西康里西定路４６７號１樓,25.140642,121.727389
基隆市,中山區,全家基隆經國店,基隆市中山區復興路３３６－１號,25.150676,121.727983
基隆市,中山區,全家基隆新復興店,基隆市中山區復興路２０４－１號,25.145978,121.726615
基隆市,安樂區,全家基隆新安和店,基隆市安樂區安和一街１２４號,25.125775,121.723673
基隆市,安樂區,全家基隆新樂強店,基隆市安樂區安樂路一段２０６號１樓,25.127989,121.73248
基隆市,安樂區,全家基隆長庚店,基隆市安樂區安樂路二段１５７號,25.120803,121.723493
基隆市,安樂區,全家基隆武勝店,基隆市安樂區武訓街７２號壹樓,25.148534,121.699493
基隆市,安樂區,全家基隆武嶺店,基隆市安樂區武嶺街１８１－６號１樓,25.138508,121.710208
基隆市,安樂區,全家基隆情人湖店,基隆市安樂區基金一路２０８巷２００號Ｂ１,25.149254,121.707775
基隆市,安樂區,全家基隆新國揚店,基隆市安樂區基金一路１２１巷１４號,25.137979,121.717592
基隆市,安樂區,全家基隆萬金店,基隆市安樂區基金一路１４６號之地下室,25.140588,121.71172
基隆市,安樂區,全家基隆基金店,基隆市安樂區基金三路１４５號,25.156583,121.695374
基隆市,安樂區,全家基隆長樂店,基隆市安樂區麥金路２２２號地下一樓（基隆長庚醫院）,25.12091,121.722356
基隆市,安樂區,全家基隆金城店,基隆市安樂區麥金路２３１－１號,25.121775,121.721052
基隆市,安樂區,全家基隆樂富店,基隆市安樂區壯觀里樂利二街６２巷２１２號一樓,25.121289,121.716831
基隆市,安樂區,全家基隆龍騰店,基隆市安樂區樂利三街８巷１６號底四層,25.129359,121.718614
基隆市,安樂區,全家基隆新樂群店,基隆市安樂區樂利三街１２８號,25.126443,121.715729
基隆市,安樂區,全家基隆樂利店,基隆市安樂區樂利三街３２巷１２號,25.126775,121.71245
基隆市,暖暖區,全家八堵車站店,基隆市暖暖區八堵路１４２號,25.108373,121.72897
基隆市,暖暖區,全家基隆暖盛店,基隆市暖暖區暖暖街２２０號壹樓及夾層,25.098533,121.734792
基隆市,暖暖區,全家基隆暖東店,基隆市暖暖區暖暖街１６３號,25.09974,121.736321
基隆市,暖暖區,全家基隆暖鑫店,基隆市暖暖區暖暖街４６１號壹樓,25.092936,121.736925
基隆市,暖暖區,全家基隆暖錠店,基隆市暖暖區源遠路１８９號,25.098502,121.751337
基隆市,暖暖區,全家基隆暖港店,基隆市暖暖區過港路２５４號,25.110229,121.733828
基隆市,暖暖區,全家基隆吉市店,基隆市暖暖區碇內街１８８－９號壹樓及夾層,25.092035,121.754144
基隆市,七堵區,全家七堵工明店,基隆市七堵區工建路１－１５號壹樓,25.088686,121.701844
基隆市,七堵區,全家七堵永富店,基隆市七堵區永平里永富路１２０號、崇智街４８號一樓,25.099258,121.713875
基隆市,七堵區,全家七堵自治店,基隆市七堵區自治街６號,25.096878,121.712473
基隆市,七堵區,全家七堵新明德店,基隆市七堵區明德二路１５－５３號,25.08838,121.705335
基隆市,七堵區,全家七堵長安店,基隆市七堵區長安街２１２巷２－４號一樓及地下室,25.074853,121.695965
基隆市,七堵區,全家七堵大興店,基隆市七堵區南興路３０號１樓,25.097449,121.714274
基隆市,七堵區,全家基隆百福店,基隆市七堵區百福里福二街２０４號１樓,25.083758,121.696215
台北市,中正區,全家新德店,台北市中正區八德路一段４３巷２號,25.044475,121.531597
台北市,中正區,全家台大醫院店,台北市中正區中山南路７號Ｂ１樓,25.040793,121.518534
台北市,中正區,全家新惠安店,台北市中正區中華路二段３０７巷４６號,25.02953,121.506467
台北市,中正區,全家南機場店,台北市中正區中華路二段３１１巷１號１樓,25.028401,121.505774
台北市,中正區,全家高鐵一店,台北市中正區北平西路３號Ｂ１東側,25.047203,121.517044
台北市,中正區,全家高鐵二店,台北市中正區北平西路３號Ｂ１西側,25.047203,121.517044
臺北市,中正區,全家台鐵西店,臺北市中正區北平西路３號（西南站）,25.047203,121.517044
臺北市,中正區,全家台鐵北店,臺北市中正區北平西路３號（西北站）,25.047203,121.517044
臺北市,中正區,全家台鐵二店,臺北市中正區北平西路３號Ｂ１,25.047203,121.517044
臺北市,中正區,全家台鐵南店,臺北市中正區北平西路３號（東南站）,25.047203,121.517044
臺北市,中正區,全家台鐵東店,臺北市中正區北平西路３號（東北站）,25.047203,121.517044
臺北市,中正區,全家台鐵一店,臺北市中正區北平西路３號Ｂ１,25.047203,121.517044
台北市,中正區,全家地下街店,台北市中正區市民大道一段100號地下街159號店鋪,25.048322,121.518488
台北市,中正區,全家新龍口店,台北市中正區汀州路一段２４４號,25.027225,121.510372
台北市,中正區,全家新廈門店,台北市中正區汀州路二段３８號１樓,25.025318,121.517592
台北市,中正區,全家金門店,台北市中正區汀州路二段２１６號１樓,25.022299,121.523802
台北市,中正區,全家公館店,台北市中正區汀州路三段２５１號,25.013659,121.534399
台北市,中正區,全家文盛店,台北市中正區汀州路三段１７３號,25.015119,121.532452
台北市,中正區,全家水源店,台北市中正區汀州路三段２６１號,25.012862,121.535183
台北市,中正區,全家和鄰店,台北市中正區和平西路一段８２號１樓,25.026387,121.518738
台北市,中正區,全家郡王店,台北市中正區延平南路６８號,25.044961,121.510301
台北市,中正區,全家寶慶店,台北市中正區延平南路１１１號,25.041885,121.509561
台北市,中正區,全家和醫店,台北市中正區延平南路１５９號１樓,25.035301,121.507736
台北市,中正區,全家鴻啟店,台北市中正區忠孝西路一段１００號,25.047165,121.512733
台北市,中正區,全家亞慶店,台北市中正區忠孝西路一段５０號１樓,25.046308,121.515803
台北市,中正區,全家凱撒店,台北市中正區忠孝西路一段３８號１樓（部份）,25.046254,121.516417
台北市,中正區,全家北車店,台北市中正區忠孝西路一段４５號１Ｆ部分,25.04633,121.517916
台北市,中正區,全家北傑店,台北市中正區忠孝西路一段４７號Ｂ１Ｆ,25.04691,121.516746
台北市,中正區,全家崇聖店,台北市中正區忠孝西路一段４號,25.045747,121.518491
台北市,中正區,全家善導寺店,台北市中正區忠孝東路一段９號１樓,25.044951,121.523659
台北市,中正區,全家兆豐店,台北市中正區忠孝東路二段９３號１樓,25.04314,121.530909
台北市,中正區,全家富邦店,台北市中正區杭州南路一段１９號１Ｆ,25.042543,121.526566
台北市,中正區,全家文祥店,台北市中正區杭州南路一段１４７號,25.035943,121.524657
台北市,中正區,全家林森南路店,台北市中正區林森南路５７．５９號,25.039944,121.522046
台北市,中正區,全家南陽店,台北市中正區信陽街１５號,25.044774,121.516203
台北市,中正區,全家新東門店,台北市中正區信義路一段１號,25.038155,121.519481
臺北市,中正區,全家南海店,臺北市中正區南海路２０號,25.032433,121.517011
台北市,中正區,全家正陽店,台北市中正區南陽街１號,25.045711,121.516304
台北市,中正區,全家慶陽店,台北市中正區重慶南路一段８９號１樓,25.043597,121.513369
台北市,中正區,全家重慶店,台北市中正區重慶南路一段５８號,25.043947,121.51306
台北市,中正區,全家台六宿舍店,台北市中正區徐州路２之２號１Ｆ,25.041041,121.521497
台北市,中正區,全家昌盛店,台北市中正區許昌街１４號１Ｆ,25.045438,121.516757
台北市,中正區,全家博愛店,台北市中正區博愛路６３號１Ｆ＋Ｂ１Ｆ,25.044256,121.511551
台北市,中正區,全家開封店,台北市中正區開封街一段４１號１樓,25.046144,121.512513
台北市,中正區,全家嶺先店,台北市中正區廈門街１１３巷１７號１樓及地下室部分,25.023508,121.5191
台北市,中正區,全家教育大學店,台北市中正區愛國西路１號,25.035578,121.513569
台北市,中正區,全家大孝店,台北市中正區愛國東路１１２號１樓．２樓,25.032705,121.521397
台北市,中正區,全家漢盛店,台北市中正區漢口街一段１８號,25.045099,121.514384
台北市,中正區,全家福昌店,台北市中正區福州街１０號１樓（部份）,25.029407,121.519789
台北市,中正區,全家衡慶店,台北市中正區衡陽路７號１樓部分（如附圖）,25.042415,121.513718
台北市,中正區,全家新衡陽店,台北市中正區衡陽路７７號一樓,25.042355,121.511054
台北市,中正區,全家新仟囍店,台北市中正區館前路３６號１樓,25.044561,121.514898
台北市,中正區,全家齊東店,台北市中正區濟南路二段３－７號１樓,25.041596,121.526814
台北市,中正區,全家富陽店,台北市中正區襄陽路７號１樓,25.043519,121.515838
台北市,中正區,全家西站店,台北市中正區懷寧街７之１號,25.046208,121.514268
台北市,中正區,全家羅斯店,台北市中正區羅斯福路２段６２號１樓,25.02764,121.521717
台北市,中正區,全家羅安店,台北市中正區羅斯福路二段１４０號１樓,25.025919,121.52301
台北市,中正區,全家金安店,台北市中正區羅斯福路三段８號１＋２樓,25.023396,121.524883
台北市,中正區,全家羅館店,台北市中正區羅斯福路三段２４４巷７號１樓,25.016935,121.530802
台北市,中正區,全家館中店,台北市中正區羅斯福路三段３１６巷８弄１號１樓,25.015748,121.5326
台北市,大同區,全家大龍店,台北市大同區大龍街１３３號１樓,25.067372,121.516045
台北市,大同區,全家蘭州店,台北市大同區大龍街２１７號１樓,25.070586,121.515924
台北市,大同區,全家泰元店,台北市大同區太原路８１號,25.051883,121.51569
台北市,大同區,全家太陽店,台北市大同區太原路１５３號１樓,25.055294,121.516696
台北市,大同區,全家萬全店,台北市大同區民生西路６３號,25.057725,121.520117
台北市,大同區,全家福澤店,台北市大同區民權西路１４６號,25.062778,121.515817
台北市,大同區,全家權澤店,台北市大同區民權西路１１０號１樓及夾層,25.062732,121.517087
台北市,大同區,全家永樂店,台北市大同區延平北路二段２６０號之１,25.060382,121.511226
臺北市,大同區,全家新橋店,臺北市大同區延平北路三段２５之３號,25.064474,121.511223
台北市,大同區,全家國順店,台北市大同區延平北路三段１１８號１樓,25.067306,121.510818
台北市,大同區,全家龍泉店,台北市大同區延平北路四段６２號１樓,25.070552,121.510708
台北市,大同區,全家日新店,台北市大同區承德路二段３９＆４１號１樓,25.0550369830347,121.518404188858
台北市,大同區,全家福安店,台北市大同區長安西路５４號１樓,25.050123,121.519855
台北市,大同區,全家玉泉店,台北市大同區長安西路３４２號１樓,25.051929,121.510229
台北市,大同區,全家長慶店,台北市大同區長安西路２５８號１樓,25.051645,121.513331
台北市,大同區,全家福山店,台北市大同區長安西路２５號１樓全部,25.050434,121.519947
台北市,大同區,全家金慶店,台北市大同區南京西路３０８號１樓,25.053915,121.513337
台北市,大同區,全家京鋒店,台北市大同區南京西路６１號１樓,25.053089,121.519086
台北市,大同區,全家慶權店,台北市大同區重慶北路二段２６３號１樓,25.062749,121.513745
台北市,大同區,全家龍昌店,台北市大同區重慶北路三段３２７號１樓（如附圖）,25.074338,121.514062
臺北市,大同區,全家酒泉店,臺北市大同區庫倫街４８之４號,25.071835,121.518297
台北市,大同區,全家鑫泉店,台北市大同區酒泉街２２７號１樓,25.072254,121.511208
台北市,大同區,全家寧夏店,台北市大同區寧夏路２８，３０，２８—１，２８—２號,25.055823,121.515108
台北市,大同區,全家甘州店,台北市大同區歸綏街１８１之２號,25.058305,121.513038
台北市,中山區,全家京江店,台北市中山區一江街２２號１樓,25.052696,121.531373
台北市,中山區,全家直學店,台北市中山區大直街１１號,25.080829,121.546531
台北市,中山區,全家大直店,台北市中山區大直街３３巷１號,25.082196,121.546504
台北市,中山區,全家市民店,台北市中山區中山北路一段５８號,25.04851,121.520695
台北市,中山區,全家新國賓店,台北市中山區中山北路二段７５－１號１樓,25.057487,121.523072
台北市,中山區,全家中賓店,台北市中山區中山里中山北路二段５９之３號１樓,25.056037,121.522976
台北市,中山區,全家聚葉店,台北市中山區中山北路二段１３７巷３４號１樓,25.061609,121.525065
台北市,中山區,全家台鑫店,台北市中山區中山北路二段４４號１樓部份,25.055228,121.522496
台北市,中山區,全家東南店,台北市中山區中山北路二段６０號,25.056609,121.522565
台北市,中山區,全家圓山飯店,台北市中山區中山北路四段１巷１號１樓（麒麟廳））,25.081177,121.528828
台北市,中山區,全家錦原店,台北市中山區中原街１０１號１樓,25.060968,121.529006
台北市,中山區,全家新吉原店,台北市中山區中原街１６號１樓,25.05651,121.528746
台北市,中山區,全家五常店,台北市中山區五常街５３巷２３號１號,25.06551,121.539687
台北市,中山區,全家日津店,台北市中山區正義里天津街４７號１樓及地下室,25.050165,121.523071
台北市,中山區,全家永安店,台北市中山區北安路６３０巷７號１樓,25.082873,121.549469
台北市,中山區,全家美華店,台北市中山區北安路８１９之１號,25.084952,121.556154
台北市,中山區,全家新北鄰店,台北市中山區北安路４５８巷４１弄４８號１樓,25.078927,121.546273
台北市,中山區,全家松平店,台北市中山區四平街４７號,25.053789,121.532316
台北市,中山區,全家雙全店,台北市中山區民生西路６２號１樓全部,25.057589,121.52089
台北市,中山區,全家新馬偕店,台北市中山區民生西路３３號１－４樓,25.057875,121.521051
台北市,中山區,全家福泰店,台北市中山區民生東路一段３６號１樓,25.057944,121.524275
台北市,中山區,全家玉林店,台北市中山區民生東路一段２７巷１５號,25.058711,121.525095
台北市,中山區,全家民佳店,台北市中山區民生東路二段１５５號１樓,25.058134,121.535821
台北市,中山區,全家民族店,台北市中山區民族東路４１０巷２３弄２４號,25.066772,121.539542
台北市,中山區,全家民權西路店,台北市中山區民權西路３５號１樓,25.063023,121.521138
台北市,中山區,全家中山民權店,台北市中山區民權西路３８之１號１樓,25.062598,121.521246
台北市,中山區,全家新吉林店,台北市中山區民權東路二段４６號１樓,25.062375,121.53003
台北市,中山區,全家錦民店,台北市中山區民權東路二段１５２巷１４號,25.061138,121.534897
台北市,中山區,全家江寧店,台北市中山區民權東路三段６４號１樓,25.0622,121.542647
台北市,中山區,全家長通店,台北市中山區伊通街１０８號１樓,25.054092,121.534701
台北市,中山區,全家金通店,台北市中山區伊通街５８號,25.051541,121.53462
台北市,中山區,全家德惠店,台北市中山區吉林路４４８號,25.066734,121.530302
台北市,中山區,全家合江店,台北市中山區合江街８７號一樓,25.059271,121.539236
台北市,中山區,全家朱崙店,台北市中山區朱崙街６７號,25.050058,121.542348
台北市,中山區,全家明水店,台北市中山區明水路５８１巷１１號１樓,25.080138,121.551168
台北市,中山區,全家金林店,台北市中山區林森北路１０９號１樓,25.050426,121.525082
台北市,中山區,全家林森北路店,台北市中山區林森北路１１９巷４９，５１號,25.050435,121.526776
台北市,中山區,全家長林店,台北市中山區林森北路１０７巷５４號,25.049799,121.526742
台北市,中山區,全家復林店,台北市中山區林森北路１４９－１．１４９－２號１樓,25.05154,121.525374
台北市,中山區,全家錦林店,台北市中山區林森北路３９９巷１０號一樓,25.059202,121.525839
台北市,中山區,全家金漾店,台北市中山區林森北路３０８號,25.056151,121.525358
台北市,中山區,全家新林森店,台北市中山區林森北路６３０號１樓,25.067598,121.52559
台北市,中山區,全家錦富店,台北市中山區林森北路４２８號１樓,25.060015,121.525412
台北市,中山區,全家林慶店,台北市中山區林森北路３７６號１樓,25.057878,121.525365
台北市,中山區,全家權勝店,台北市中山區松江路４００號１樓及地下室,25.063798,121.532988
台北市,中山區,全家松茂店,台北市中山區松江路１２７之１號１樓及地下室,25.053603,121.533337
台北市,中山區,全家松好店,台北市中山區松江路６１之１號１樓,25.048681,121.533153
台北市,中山區,全家松國店,台北市中山區松江路４７３號１樓,25.066763,121.533457
台北市,中山區,全家松京店,台北市中山區松江路１２２號１樓,25.05236,121.532796
台北市,中山區,全家新松店,台北市中山區松江路３３０巷３３號,25.061226,121.531777
台北市,中山區,全家光華店,台北市中山區松江路２４之１號,25.04704,121.5327
台北市,中山區,全家正義店,台北市中山區長安東路一段５５號,25.048823,121.526468
台北市,中山區,全家遼寧店,台北市中山區長安東路二段２１６號,25.048204,121.542416
台北市,中山區,全家本部店,台北市中山區長安東路二段９９號１樓及２樓,25.048538,121.534908
台北市,中山區,全家欣欣店,台北市中山區長春路１００號１樓,25.054817,121.527918
台北市,中山區,全家長春店,台北市中山區長春路４８號,25.054812,121.525761
台北市,中山區,全家長賓店,台北市中山區長春路１５號１樓,25.055046,121.523934
台北市,中山區,全家春北店,台北市中山區長春路４１０號１樓,25.054476,121.543757
台北市,中山區,全家中山捷運站店,台北市中山區南京西路１６號Ｂ１,25.052442,121.520266
台北市,中山區,全家京林店,台北市中山區南京東路二段７２號１樓、７２－２號,25.051889,121.530705
臺北市,中山區,全家興亞店,臺北市中山區南京東路２段２６號,25.051916,121.528996
台北市,中山區,全家京貿店,台北市中山區南京東路三段６５號,25.052193,121.538356
台北市,中山區,全家建國北路店,台北市中山區建國北路一段１４６號１樓,25.051262,121.536356
台北市,中山區,全家建錦店,台北市中山區建國北路二段１３１號１樓及部分地下室,25.0602,121.53732
台北市,中山區,全家濱江店,台北市中山區建國北路三段１１１號１樓,25.066365,121.535999
台北市,中山區,全家新衡山店,台北市中山區通北街１１１號,25.083917,121.538093
台北市,中山區,全家新復店,台北市中山區復興北路５１４巷３５號,25.066095,121.542588
台北市,中山區,全家南京復興店,台北市中山區復興北路１５４號１Ｆ,25.053173,121.543789
台北市,中山區,全家興德店,台北市中山區復興南路一段３８號,25.045506,121.543668
台北市,中山區,全家鑫通店,台北市中山區新生北路一段１１６號,25.050605,121.527818
台北市,中山區,全家美林店,台北市中山區新生北路二段６２巷３８－３號,25.056139,121.525868
台北市,中山區,全家新晴店,台北市中山區農安街４－１號,25.064891,121.52306
台北市,中山區,全家新稻江店,台北市中山區農安街８６號１樓,25.064761,121.529297
台北市,中山區,全家松農店,台北市中山區農安街１６０號,25.064609,121.533959
台北市,中山區,全家農安店,台北市中山區農安街２４９號,25.06479,121.534926
台北市,中山區,全家新農店,台北市中山區恆安里農安街２６之３號一樓,25.064808,121.526198
台北市,中山區,全家光輝店,台北市中山區晴光里德惠街３４之２號一樓,25.066585,121.526479
台北市,中山區,全家新德城店,台北市中山區德惠街１６－７號,25.066625,121.524672
台北市,中山區,全家德林店,台北市中山區德惠街１７３號,25.06668,121.531905
台北市,中山區,全家撫順店,台北市中山區撫順街１２之２號１樓,25.063558,121.520853
台北市,中山區,全家樂群店,台北市中山區樂群二路１８６號,25.079595,121.558474
台北市,中山區,全家美麗店,台北市中山區樂群二路１４２號１樓,25.079748,121.556824
台北市,中山區,全家時代廣場店,台北市中山區樂群二路２６５巷２０號,25.081236,121.560663
台北市,中山區,全家興安店,台北市中山區興安街５７號,25.056201,121.542324
台北市,中山區,全家錦江店,台北市中山區錦州街２１５號,25.060419,121.532157
台北市,中山區,全家新北大店,台北市中山區錦州街４２７號,25.060303,121.542451
台北市,中山區,全家錦西店,台北市中山區錦西街８號,25.060275,121.521667
台北市,中山區,全家中興店,台北市中山區龍江路２０１號１Ｆ,25.056277,121.540605
台北市,中山區,全家鑫豐店,台北市中山區龍江路３５６巷７２號,25.065936,121.537996
台北市,中山區,全家新南京店,台北市中山區龍江路９５號１樓,25.051424,121.540555
台北市,中山區,全家榮星店,台北市中山區龍江路３５２號,25.065891,121.540849
台北市,中山區,全家龍京店,台北市中山區龍江路１０２號１樓,25.052669,121.540322
台北市,中山區,全家金磚店,台北市中山區雙城街１９巷２號,25.065333,121.524514
台北市,中山區,全家雙林店,台北市中山區雙城街２之２號,25.063211,121.524311
台北市,中山區,全家雙城店,台北市中山區雙城街１２之１號,25.064541,121.524221
臺北市,松山區,全家鑫德店,臺北市松山區八德路二段４００號,25.048073,121.54657
台北市,松山區,全家中崙店,台北市松山區八德路三段７４巷４３號,25.046288,121.552595
台北市,松山區,全家台發店,台北市松山區八德路三段３０號壹樓（如附圖）,25.04811,121.551527
台北市,松山區,全家中發店,台北市松山區八德路三段７４巷１０號１．２樓如附圖,25.047777,121.552445
台北市,松山區,全家松慈店,台北市松山區八德路四段６７６號,25.049901,121.576343
台北市,松山區,全家寶清店,台北市松山區八德路四段５９８號１樓,25.049818,121.572405
台北市,松山區,全家復盛店,台北市松山區八德路四段４０號．４２號,25.048254,121.559211
台北市,松山區,全家京民店,台北市松山區三民路６號＋Ｂ１,25.052166,121.563917
台北市,松山區,全家三富店,台北市松山區三民路１４８號,25.061049,121.563339
台北市,松山區,全家常興店,台北市松山區五常街３６４號１樓,25.064245,121.544865
台北市,松山區,全家微風店,台北市松山區市民大道四段５１號１樓,25.045349,121.546099
台北市,松山區,全家豐禾店,台北市松山區民生東路三段１３０巷５弄２號,25.056974,121.546337
台北市,松山區,全家豐興店,台北市松山區民生東路三段１３０巷５弄２２號,25.056968,121.547117
台北市,松山區,全家豐華店,台北市松山區民生東路三段１１３巷６弄１號一樓,25.058587,121.546023
台北市,松山區,全家昇東店,台北市松山區民生東路五段１９７號,25.059231,121.566063
台北市,松山區,全家富泰店,台北市松山區民生東路五段２０４－３號一樓,25.058297,121.564708
台北市,松山區,全家東豐店,台北市松山區民生東路五段３７號,25.058545,121.55689
台北市,松山區,全家松民店,台北市松山區民生東路五段１５９號,25.059087,121.562479
台北市,松山區,全家民復店,台北市松山區民生東路四段８０巷３號１Ｆ,25.057377,121.553077
台北市,松山區,全家中央店,台北市松山區民生東路四段９５號,25.058141,121.551972
台北市,松山區,全家興北店,台北市松山區民權東路三段１０３巷１５—１號,25.063435,121.545049
台北市,松山區,全家新民有店,台北市松山區民權東路三段１６０巷１１號,25.060729,121.547748
台北市,松山區,全家北權店,台北市松山區民權東路三段１０６巷１１號,25.060245,121.544926
台北市,松山區,全家復北店,台北市松山區民權東路三段１０４號壹樓及地下室,25.061904,121.544806
臺北市,松山區,全家松指部店,臺北市松山區民權東路四段１２１號（松指部）,25.062161,121.555797
台北市,松山區,全家大理店,台北市松山區光復北路１１巷５０號１樓,25.049846,121.559931
台北市,松山區,全家新德光店,台北市松山區光復南路３２巷４６－４號,25.046203,121.554312
台北市,松山區,全家新大吉店,台北市松山區吉祥路１９號,25.049455,121.562659
台北市,松山區,全家松壽店,台北市松山區自強里延壽街３３０巷７弄２２號一樓,25.05536,121.562172
臺北市,松山區,全家塔悠店,臺北市松山區延壽街２號一樓,25.05724,121.569051
台北市,松山區,全家長復店,台北市松山區長安東路二段２１９號,25.048365,121.544824
台北市,松山區,全家力晶店,台北市松山區南京東路三段２５８號,25.051634,121.544801
台北市,松山區,全家京暉店,台北市松山區南京東路三段２８５號壹樓,25.052,121.545801
台北市,松山區,全家新東寶店,台北市松山區南京東路五段２９１巷１４號,25.052267,121.566045
台北市,松山區,全家新東光店,台北市松山區南京東路五段１２３巷１號１樓,25.052167,121.560674
台北市,松山區,全家京吉店,台北市松山區南京東路五段１８０號,25.051196,121.563567
台北市,松山區,全家大盛店,台北市松山區南京東路五段６６巷２弄１之１號１樓,25.050865,121.560515
台北市,松山區,全家新健康店,台北市松山區南京東路四段１３３巷９弄２號,25.053172,121.555215
台北市,松山區,全家京盛店,台北市松山區南京東路四段５６－１號１樓,25.051387,121.553896
台北市,松山區,全家京鑽店,台北市松山區南京東路四段４７號壹樓,25.051937,121.550849
台北市,松山區,全家巨星超市店,台北市松山區南京東路四段２號（１６、１７號店舖）,25.051484,121.550725
台北市,松山區,全家民康店,台北市松山區健康路２８５號１樓,25.054369,121.564113
台北市,松山區,全家康柏店,台北市松山區健康路２２０號,25.05389,121.560983
台北市,松山區,全家松醫店,台北市松山區東光里健康路１５８號,25.053463,121.557897
台北市,松山區,全家富錦店,台北市松山區新益里富錦街５２９號一樓,25.061276,121.565374
台北市,松山區,全家敦中店,台北市松山區敦化北路４巷１號,25.050078,121.547321
台北市,松山區,全家長城店,台北市松山區敦化北路１２０巷８０號,25.054321,121.546151
台北市,松山區,全家宏大店,台北市松山區敦化北路１５５巷３號１樓,25.05424,121.549813
台北市,松山區,全家宏勝店,台北市松山區敦化北路１５３號１樓,25.054153,121.549442
台北市,松山區,全家松旺店,台北市松山區塔悠路１９號,25.050518,121.571874
台北市,松山區,全家新東店,台北市松山區新東街１４號,25.057857,121.566145
台北市,松山區,全家慶城店,台北市松山區中正里慶城街８號,25.052639,121.544776
台北市,大安區,全家大安店,台北市大安區大安路一段２０號,25.044141,121.546052
台北市,大安區,全家仁慈店,台北市大安區仁愛路四段４８巷６號,25.037197,121.546993
台北市,大安區,全家明曜店,台北市大安區仁愛路四段１５１巷３４號．３６號,25.04027,121.551641
台北市,大安區,全家國泰店,台北市大安區仁愛路四段２６６巷１５弄１０號１樓,25.036529,121.55354
台北市,大安區,全家忠愛店,台北市大安區仁愛路４段２７巷４３號,25.041075,121.545293
台北市,大安區,全家敦新店,台北市大安區敦安里仁愛路四段１１２巷５號一樓,25.036986,121.549707
台北市,大安區,全家吉泰店,台北市大安區仁愛路四段３００巷１１之１號,25.037051,121.554598
台北市,大安區,全家通昌店,台北市大安區文昌街１４２號壹樓全部,25.032471,121.553157
臺北市,大安區,全家安賢店,臺北市大安區四維路１７０巷４號,25.028077,121.547787
