門市店號,門市店名,Y,X,地址
910806              ,三立,24.877585,121.052333,新竹縣湖口鄉湖鏡村八德路一段718號
138538              ,三光,24.96125,121.211803,桃園市中壢區中央西路二段259號259-1號1樓
122810              ,三多利,22.746338,120.490988,屏東縣九如鄉大坵村九如路三段56號1樓
159465              ,三好,25.079812,121.491267,新北市三重區自強路四段102號104號1樓
128863              ,三安,25.069228,121.495862,新北市三重區正義北路235號
990499              ,三村,23.044292,120.2392,台南市永康區鹽行里仁愛街68號70號1樓
264358              ,三沅,24.910504,121.170283,桃園市楊梅區三民北路88號1樓
199854              ,三角湧,24.91444,121.365766,新北市三峽區中正路二段200號
195933              ,三和,24.107267,120.602327,台中市烏日區三榮路一段558號
236489              ,三松,25.048977,121.487418,新北市三重區成功二街50號、52號
211125              ,三社,24.240316,120.688126,台中市神岡區三社路256號
181277              ,三舍,23.089691,120.295447,台南市新市區三舍里三舍55號
122360              ,三芝,25.257853,121.503445,新北市三芝區中正路一段61號63號1樓
264163              ,三春,24.014251,120.566649,彰化縣花壇鄉彰員路一段臨551號
217042              ,三星,24.665758,121.64868,宜蘭縣三星鄉義德村三星路五段228號
189189              ,三洋,25.029829,121.426334,新北市新莊區中正路677號679號
215345              ,三重一,25.057855,121.49873,新北市三重區正義南路133號135號
229595              ,三釗,23.724146,120.455099,雲林縣虎尾鎮中興里中興163之1號
241975              ,三崙,24.83584,121.804351,宜蘭縣頭城鎮三和路375號1樓
231565              ,三條村,23.828217,120.494804,彰化縣溪州鄉中央路二段95號
969071              ,三勝,23.796986,120.265406,雲林縣麥寮鄉三盛村仁德西路一段21號1樓
184195              ,三景,24.259211,120.517735,台中市梧棲區臺灣大道十段168號(第1930號櫃位)
181015              ,三越,22.757858,121.156732,台東縣台東市中華路一段169.171.173號1樓及169號2樓
249887              ,三隆,22.601094,120.417881,高雄市大寮區光明路二段810號1F
934606              ,三暉,24.995014,121.422937,新北市樹林區樹福里復興路1號
870766              ,三義,24.413579,120.771913,苗栗縣三義鄉中正路118號
236456              ,三聖,22.921381,120.181844,台南市南區興南街149號1樓
950907              ,三靖,24.942214,121.357137,新北市鶯歌區三鶯路52號一樓
982694              ,三福,22.702216,120.350156,高雄市仁武區仁武里中正路175號1樓
254764              ,三德,25.0653320002231,121.51858836961,台北市大同區承德路三段55號57號1樓
131984              ,三樂,25.084129,121.522695,台北市士林區劍潭路21號1樓
149697              ,三興,25.0291858733115,121.56139239950299,台北市信義區吳興街156巷2弄2號4號1樓
249902              ,三豐路,24.271005,120.721319,台中市豐原區三豐路二段289號
196176              ,三麗,23.038692,120.302812,台南市新化區協興里正新路305號1樓
242978              ,三鐵,25.046374,121.517896,台北市中正區忠孝西路一段49號5號店鋪(部份)
164515              ,三灣,24.655781,120.956801,苗栗縣三灣鄉中正路255號與文化街13號
171568              ,下竹圍,25.075513,121.480981,新北市三重區下竹圍街26號
241263              ,下埔下,24.441788,118.312121,金門縣金寧鄉慈湖路一段69.71號
195092              ,上巴陵,24.686225,121.398994,桃園市復興區華陵里10鄰巴崚116號
883924              ,上北可,24.977479,121.460458,新北市土城區明德路一段232號
170945              ,上弘,25.056390968531797,121.548287390895,台北市松山區敦化北路168號B2
250245              ,上安,24.171641,120.639308,台中市西屯區至善路61號
233631              ,上利,25.057936,121.450758,新北市新莊區中德路27號.29號1樓
114233              ,上芸,22.488932,120.395243,高雄市林園區西溪路133-30號1樓
228318              ,上青,25.050968,121.30146,桃園市蘆竹區中山路12之2號1樓
122027              ,上美崙,23.994916,121.62246,花蓮縣花蓮市府前路298號298之1號1樓
253587              ,上員,24.7781250010161,121.056273038778,新竹縣竹東鎮光明路538巷25號
229344              ,上將,24.700442,121.741137,宜蘭縣三星鄉上將路一段381號
211505              ,上發,22.602272,120.467137,屏東縣萬丹鄉南北路二段608號
147967              ,上華,24.853447,121.221094,桃園市龍潭區中正路上華段6號
249522              ,上賀,25.044534,121.29025,桃園市蘆竹區光明路一段100號
903303              ,上楓,24.235753,120.666965,台中市大雅區民生路三段523號
273167              ,上楓樹,24.118045,120.627521,台中市南屯區中和里黎明路一段263號
209960              ,上義,24.684851,121.701379,宜蘭縣三星鄉上將路三段559號
239525              ,上誠,24.146554,120.65544,台中市西區向上路一段381號383號385號
195014              ,上鈺,22.975158,120.200187,台南市南區大成路一段128號1樓
922267              ,上德,22.5766553140014,120.32408061167101,高雄市前鎮區草衙里草衙二路299號299-1號
206581              ,上慶,23.71261,120.540392,雲林縣斗六市漢口路190.192號
199360              ,上興,25.01872,121.260491,桃園市蘆竹區上興路251號253號1樓
952394              ,上龍,23.421388,120.390368,嘉義縣水上鄉龍德村十一指厝75-90號
931836              ,上營,23.217002,120.270637,台南市下營區中營里1286號
208853              ,上饌,25.088355,121.523839,台北市士林區基河路125號127號
164685              ,凡賽絲,24.973382,121.517713,新北市新店區安民街290號292號1樓
231196              ,久旺,22.64726,120.421561,高雄市大樹區九曲里新鎮路1號1樓
966902              ,久昌,22.710628,120.283922,高雄市楠梓區久昌里盛昌街26號28號
160199              ,久豐,24.304794,120.710533,台中市后里區三光路36號
208750              ,于義,24.711571,120.901082,苗栗縣竹南鎮公義路1098號
980045              ,于滿,23.670192,120.476037,雲林縣斗南鎮延平路二段581號1樓
920032              ,千久,24.812552,120.978435,新竹市東區民主路154號156號
237770              ,千山,24.994698,121.299956,桃園市桃園區縣府路212號216號
155647              ,千甲,24.807738,121.005932,新竹市東區千甲路235號
158864              ,千成,25.043751,121.522903,台北市中正區林森南路4號之3
180285              ,千富,25.063243,121.281276,桃園市蘆竹區長安路二段220號222號1樓
212380              ,千晴,24.378997,120.750214,苗栗縣三義鄉西湖村伯公坑178號
950479              ,千湖,22.907145,120.220533,高雄市湖內區葉厝里保生路135號137號
110817              ,千翔,25.045748,121.516971,台北市中正區許昌街17號1樓
228857              ,千賀,25.007159,121.194995,桃園市中壢區月桃路246號248號
138273              ,千雄,25.057705,121.277988,桃園市蘆竹區南崁路二段96號
235523              ,千塘,25.047001,121.137134,桃園市觀音區莊敬路377號379號
846235              ,千歲,24.996039,121.425299,新北市樹林區千歲街26-10號
872441              ,千群,25.015124,121.47596,新北市板橋區東丘里民享街53號
885997              ,千福,22.992781,120.187072,台南市中西區大涼里中華西路二段36號
110080              ,千禧,24.999027,121.340911,桃園市龜山區光峰路千禧新城15號1樓
211479              ,千藝,25.016869,121.301082,桃園市桃園區同德六街1號
116767              ,口庄,24.044797,120.533483,彰化縣花壇鄉中山路二段649號651號
241333              ,口湖,23.584746,120.182557,雲林縣口湖鄉中正路一段222號
212254              ,土定里,22.970134,120.195234,台南市南區永成路三段319號1樓
131423              ,土定富,22.975039,120.194952,台南市南區田寮里大成路二段86號88號
244365              ,土城,24.96783,121.437196,新北市土城區中央路三段42-1號1樓
256070              ,土城中華,24.976907,121.439279,新北市土城區中華路二段113號115號
196992              ,土庫,23.679071,120.393592,雲林縣土庫鎮建國路150號1樓
236113              ,士東,25.111857,121.527654,台北市士林區士東路42號1樓
924654              ,士香,24.895493,121.277124,桃園市大溪區員林路一段228號
180344              ,大千,24.551602,120.81613,苗栗縣苗栗市中正路903號1樓
141154              ,大大,24.5021910372987,120.828316884392,苗栗縣公館鄉大同路160號162號1樓
250326              ,大山,24.643928,120.80755,苗栗縣後龍鎮大山里龍文路6號1樓
187552              ,大中,25.130534,121.501056,台北市北投區中央南路一段114號
158358              ,大中原,24.958697,121.238021,桃園市中壢區新中北路151號151-1號一樓
139335              ,大五,22.982393,120.211279,台南市中西區法華里大同路一段218號220號
962380              ,大五股,25.083874,121.438033,新北市五股區成泰路二段81號
180333              ,大仁,24.260919,120.540511,台中市梧棲區頂寮里28鄰大仁路二段71號
261555              ,大屯,23.702232,120.387635,雲林縣虎尾鎮西屯里大屯349號
212243              ,大心,25.064914,121.491771,新北市三重區大同北路148巷2-1號1.2樓和2-2號
970657              ,大木康榔,23.465072,120.263316,嘉義縣朴子市大鄉里1鄰大(木康)榔179之4號
195988              ,大世紀,22.978079,120.237775,台南市東區自由路三段108號1樓
209579              ,大北勢,23.703755,120.506105,雲林縣斗六市長平路7-32號
261371              ,大台,25.017604,121.532554,台北市大安區羅斯福路三段333巷18號1樓20號1樓(部分)
166164              ,大正,25.008461,121.516721,新北市永和區中正路559號561號1樓
216728              ,大民,22.724906,120.348608,高雄市大社區三民路213號
160247              ,大永,25.0802210517084,121.55093039361701,台北市中山區明水路581巷15號1樓
186157              ,大永博,25.0431539228778,121.51164436388301,台北市中正區博愛路97號1樓
160236              ,大甲東,24.341846,120.638469,台中市外埔區甲后路五段15號1樓
980296              ,大目降,23.03606,120.302836,台南市新化區正新路233號
195302              ,大立,25.071652,121.481942,新北市三重區力行路一段184號186號1樓
181381              ,大立光,24.147965,120.604766,台中市南屯區精科路13號4樓
854661              ,大全,24.134501,120.66964,台中市西區公館路136號138號
196660              ,大吉,25.055797,121.530257,台北市中山區吉林路97號99號1樓
240617              ,大同南,25.05882,121.496292,新北市三重區大同南路102號106號
243937              ,大合宜,24.998381,121.447108,新北市板橋區合宜路173號1樓
951737              ,大安港,24.351262,120.614793,台中市大甲區大安港路118號
243351              ,大安綻,24.379044,120.592048,台中市大安區海墘里11鄰東西六路二段189號
249762              ,大成,24.909217,121.145487,桃園市楊梅區梅山西街10號
155430              ,大有,25.015109,121.316919,桃園市桃園區大有路547號1樓
138848              ,大竹,24.08523,120.580887,彰化縣彰化市大竹里彰南路二段181號
202040              ,大庄,23.874053,120.652981,南投縣名間鄉大庄村南田路142之12號
921013              ,大坑,24.178296,120.740809,台中市北屯區橫坑巷28-1號
142320              ,大秀,24.277609,120.56051,台中市清水區五權路328號
174545              ,大肚,24.153256,120.544778,台中市大肚區沙田路二段740號
210627              ,大里杙,24.096792,120.666199,台中市大里區大里路510號
154046              ,大阪,22.6381245278377,120.30090159558401,高雄市三民區建國三路28號30號1樓
255099              ,大享,24.970767,121.201692,桃園市中壢區中正路1262號1樓
113344              ,大和園,25.0597169838395,121.20007814143699,桃園市大園區中山南路272號及272-1號1樓
923167              ,大坪,24.622747,120.891063,苗栗縣造橋鄉大西一街100號1樓
159225              ,大坪林,24.983002,121.54204,新北市新店區民權路18號
131319              ,大坪頂,22.562788,120.389175,高雄市小港區坪頂里大平路192號196號1樓
141800              ,大忠,22.9699126826656,120.210936527079,台南市南區大忠里中華南路一段178號
175054              ,大明,24.121,120.686488,台中市大里區中興路二段833號835號及中興路二段祥興一巷2號
241447              ,大東家,24.130219,120.673248,台中市南區新榮里復興路三段138、140號
164386              ,大東圓,24.960155,121.402265,新北市樹林區柑園街一段67號67-1號67-2號1樓
990488              ,大林,23.602819,120.454316,嘉義縣大林鎮西林里仁愛路23號25號27號1樓
165080              ,大林蒲,22.527242,120.344122,高雄市小港區鳳林路181號
254627              ,大欣,23.006116,120.184257,台南市北區和緯路五段76號
153928              ,大武,22.361973,120.907214,台東縣大武鄉復興路124號126號128號1樓
233686              ,大武之心,22.337702,120.894761,台東縣大武鄉尚武村環港路56號1樓
990879              ,大武崙,25.141897,121.70395,基隆市安樂區基金一路381號383號1樓
151830              ,大武嶺,25.140139,121.70956,基隆市安樂區大武嶺里基金一路135巷21弄2-1號
953607              ,大矽谷,24.788909,121.067741,新竹縣芎林鄉三民路279號1樓
261348              ,大社,22.728856,120.347636,高雄市大社區翠屏里三民路304號
250360              ,大金,24.090991,120.692078,台中市大里區中興路一段255號
254029              ,大佶,24.983714,121.307397,桃園市桃園區三民路三段490號
921633              ,大信,25.033718,121.534563,台北市大安區信義路三段33號
192808              ,大南庄,24.594811,121.002708,苗栗縣南庄鄉南江村5鄰東江75-3號
874610              ,大洋,22.609846,120.341778,高雄市鳳山區大明路142號144號
971188              ,大洲,24.254174,120.696942,台中市神岡區大洲路299之1號
932437              ,大美,23.737667,120.515378,雲林縣莿桐鄉大美村大美53號1樓
231831              ,大茄苳,23.790982,120.488064,雲林縣西螺鎮大新210之3號1樓
209373              ,大唐,24.178189,120.672496,台中市北屯區大連北街98號1樓
967019              ,大員山,23.948645,120.565231,彰化縣員林市中山路一段300號
197157              ,大埔,25.032981,121.505568,台北市中正區和平西路二段152號152之1號154號154之1號
967260              ,大埔美,23.602337,120.504567,嘉義縣大林鎮過溪里過溪1號
244376              ,大展,25.01098,121.424588,新北市樹林區俊英街252號1樓
236766              ,大峽,24.943962,121.374088,新北市三峽區大學路13鄰147號1樓
880822              ,大峰,24.078089,120.688929,台中市大里區大峰路167號
263469              ,大崁,25.159243,121.424621,新北市八里區龍米路三段50號52號56號
216304              ,大庭,25.018034,121.459051,新北市板橋區國光里6鄰國光路65號1樓
255136              ,大恩,22.967612,120.21566,台南市南區大同路二段692.694號及國民路2號
136130              ,大時代,24.11671,120.665911,台中市南區工學路55號57號
208288              ,大晉,24.222334,120.57301,台中市沙鹿區東晉路133號
111153              ,大埕,23.143338,120.142134,台南市七股區大珵里272號1樓
153951              ,大埤,23.644563,120.42814,雲林縣大埤鄉南和村6鄰民生路32號
185958              ,大將作,24.152798,120.666275,台中市西區英才路410號
154116              ,大崙,24.987996,121.181458,桃園市中壢區中正路四段35號
892320              ,大崗,25.057768,121.354256,桃園市龜山區大崗里17鄰大湖41之2號
261843              ,大強,22.610861,120.341431,高雄市鳳山區新強里大明路193號
229872              ,大排,24.239438,120.550041,台中市梧棲區中華路一段982號
215817              ,大盛,24.979281,121.53838,新北市新店區建國路167號169號1樓
186401              ,大眾,25.0733340272518,121.575066410994,台北市內湖區港墘路221巷41號1樓
253222              ,大統,23.468865,120.428353,嘉義市西區西平里博愛路二段696號1樓
233778              ,大莊園,24.146425,120.66914,台中市西區向上路一段15號1樓
155119              ,大通,22.967801,120.296348,台南市歸仁區和平北街32號
151690              ,大連,24.1756098963138,120.672198784928,台中市北屯區大連路一段40號1樓
155267              ,大都會,24.16323,120.642055,台中市西屯區惠來路二段238之1號1樓
193904              ,大勝,24.826965,121.028743,新竹縣竹北市勝利十一路101號
929028              ,大富,22.6572435946155,120.30682159841301,高雄市左營區大順一路278號280號
230089              ,大幅,22.572799,120.518897,屏東縣竹田鄉連成路26號
273189              ,大敦,25.0311918805121,121.549556390975,台北市大安區敦化南路二段63巷7號1樓
948638              ,大智,25.063483,121.495197,新北市三重區大同北路63號
151003              ,大智通,24.959562,121.390565,新北市樹林區佳園路二段70-1號
251329              ,大智湧,24.964128,121.299838,桃園市八德區大智路11號13號1樓2樓
928612              ,大港埔,22.628928495845003,120.304225597919,高雄市新興區東坡里大同一路81號83號
210605              ,大湧,24.967278,121.303669,桃園市八德區東勇二路111號
217503              ,大發,22.60185,120.397748,高雄市大寮區振成里鳳林三路322號324號1樓
181602              ,大硯,24.814304,121.021537,新竹縣竹北市文興路311號
251020              ,大華,25.019961,121.49779,台北市萬華區萬大路495號497號
263838              ,大街,21.945376,120.797499,屏東縣恆春鎮墾丁里墾丁路225.227號1樓
180517              ,大貿,24.177933,120.664496,台中市西屯區中平路279號
158624              ,大進,24.13983,120.650075,台中市南屯區五權西路二段185號
112385              ,大陽,24.0629355017111,120.543915202691,彰化縣彰化市延平里大埔路405號
159018              ,大順,22.631407,120.324666,高雄市苓雅區大順三路76號1樓
197803              ,大湳,24.959741,121.319529,桃園市八德區和平路875-1號
200398              ,大琬,23.645154,120.432548,雲林縣大埤鄉中正路19號
131467              ,大傳,24.9882357331014,121.34800024517301,桃園市龜山區大同路357號357-1號1樓及壽山段926地號
243203              ,大園沐林,25.020851,121.22009,桃園市大園區大成路二段55號一樓
217031              ,大園港,25.055663,121.15991,桃園市大園區大觀路1088號
250658              ,大楊,24.909322,121.139676,桃園市楊梅區楊湖路一段90號92號94號1樓
844745              ,大溪,24.882744,121.287671,桃園市大溪區中央路152號
946458              ,大義,22.643511,120.331953,高雄市三民區大昌二路123號123-1號
264990              ,大聖,24.239121,120.517928,台中市梧棲區草湳里臨港路三段351號
230805              ,大葆,23.036465,120.237001,台南市永康區塩行里正南五街311號
151405              ,大運通,24.202402,120.706256,台中市潭子區復興路一段16號18號
260954              ,大道,24.094617,120.698409,台中市大里區仁化里至善路188號
165884              ,大椿,25.0153788282431,121.309012218024,桃園市桃園區春日路1193號1樓
233343              ,大嘉葆,22.926706,120.277023,台南市歸仁區中正南路二段49號1樓
209395              ,大嘉瑩,22.922681,120.224297,台南市仁德區二仁路一段124.126號
250175              ,大榮,24.131985,120.722848,台中市太平區中興東路189號191號
265649              ,大福,24.801264,121.817132,宜蘭縣壯圍鄉大福村壯濱路六段222號
909080              ,大維,24.261061,120.536761,台中市梧棲區四維路73、75號
185800              ,大輔,22.633105,120.334088,高雄市苓雅區正心里輔仁路333號341號1樓
262385              ,大遠百,24.8016500831826,120.963872975055,新竹市東區西門街105號
255457              ,大銅,24.48186,120.786672,苗栗縣銅鑼鄉銅鑼村中正路6之25號
896698              ,大德,22.646533,120.334494,高雄市三民區寶玉里大豐二路348號350號352號
143840              ,大潭,22.909889,120.271787,台南市歸仁區大潭里長榮路一段320巷11號
251145              ,大潤,24.817999140275198,120.970903979882,新竹市北區湳雅里22鄰湳雅街46號
179768              ,大瑩,22.917767,120.21796,台南市仁德區二行里中正西路347號1樓
971041              ,大衛,24.094642,120.677906,台中市大里區國中路276號
241182              ,大鋒,24.207531,120.681246,台中市潭子區大豐一路439號1樓
235903              ,大樹,22.69093,120.432923,高雄市大樹區檨腳里中興南路1號及1-1號1樓
874399              ,大橋,23.018166,120.226521,台南市永康區大橋里中華路747號1樓、中華西街285號1樓
254214              ,大興,25.083961,121.484536,新北市三重區仁華街80巷27號1樓
193269              ,大錢站,24.990965,121.311302,桃園市桃園區中華路5號1樓2樓
962542              ,大龍,25.065797,121.515872,台北市大同區昌吉街72號74號76號及蘭州街135號
151977              ,大營,23.09654,120.312868,台南市新市區大營里136-1號
194848              ,大邁,24.244024,120.649832,台中市大雅區大林路275號
977061              ,大鵬,24.173206,120.663149,台中市西屯區長安路二段125號
992060              ,大鵬灣,22.461236,120.466989,屏東縣東港鎮船頭里船頭路26-33號26-35號1樓
184508              ,大饌,25.089475,121.525235,台北市士林區大東路35號1樓
210845              ,大權,24.98945,121.312407,桃園市桃園區大同路43號1樓B1樓
171214              ,大灣,22.998909,120.252913,台南市永康區大灣路951號
143851              ,子龍,23.175138,120.205854,台南市佳里區子龍里麻佳路三段316號1樓
165149              ,小北,23.017899,120.211785,台南市北區西門路四段455號
200376              ,小巨蛋,25.050944,121.549433,台北市松山區南京東路四段2號1樓
190813              ,小東,22.998742,120.230718,台南市東區小東路256號1樓
231613              ,小東里,23.689885,120.468673,雲林縣斗南鎮小東里大同路573號
173977              ,小金,24.428631,118.247362,金門縣烈嶼鄉林湖村東林街156號
892113              ,小琉球,22.35309,120.382079,屏東縣琉球鄉本福村民生路61號
972804              ,小瑞士,24.04399,121.1563,南投縣仁愛鄉定遠新村28號
965345              ,小腳腿,23.285375,120.36573,台南市柳營區重溪里義士路一段938號
233734              ,小滿,24.17487,120.617211,台中市西屯區中工三路220之20號
261717              ,小碧潭,24.972505,121.530543,新北市新店區中央路157號1樓
113126              ,山上,23.103194,120.35212,台南市山上區南洲337-3號
253598              ,山民,24.995426,121.324245,桃園市龜山區三民路100號
920478              ,山好,23.679766,120.538149,雲林縣斗六市崙峰里仁義路52號1樓
931054              ,山佳,24.974764,121.400272,新北市樹林區中山路三段85號87號
239950              ,山和,22.553639,120.540193,屏東縣潮州鎮三和里延平路89號
250278              ,山林,25.089295,121.276905,桃園市蘆竹區海山路407號409號411號
198356              ,山莊,24.048726,120.693869,台中市霧峰區中正路650號1樓
872005              ,山頂,22.608345,120.389737,高雄市大寮區內厝路219號
230399              ,山富,24.934199,121.369748,新北市三峽區中山路9號1.2樓
932105              ,山腳,24.414596,120.686122,苗栗縣苑裡鎮山腳里七鄰山腳157號
138642              ,山興,24.982704,121.333349,桃園市龜山區明興街223號225號1樓
206617              ,山隴,26.156104,119.951703,連江縣南竿鄉介壽村232號233號284號
850762              ,山鶯,24.980889,121.330449,桃園市龜山區山鶯路372號
193018              ,川金,25.180328,121.452979,新北市淡水區淡金路一段567號569號571號1樓
180953              ,川詠山,25.089743,121.488231,新北市三重區集賢路158號1樓
182616              ,川越,24.18579,120.690211,台中市北屯區昌平東六路121號
254487              ,工一,24.173697,120.613545,台中市西屯區工業區一路98-32號1樓
136288              ,工協,22.635575,120.376181,高雄市鳳山區埤頂里建國路一段79號1樓
987769              ,工林,25.077219,121.400282,新北市林口區工六路76號
244398              ,工研X7,24.771351,121.047827,新竹縣竹東鎮中興路四段195號1樓89館
232410              ,工研院,24.800007,120.987071,新竹市東區光復路二段321號(2館1樓)
197917              ,工站,24.162281,120.60621,台中市南屯區五權西路三段350號
199142              ,工專,23.704668,120.430048,雲林縣虎尾鎮中正路307號
211055              ,工園,24.973097,121.234529,桃園市中壢區西園路27號西園路25巷5號1樓
186250              ,工業,24.984032,121.250415,桃園市中壢區吉林路131號1樓
216854              ,工權,24.155299,120.608886,台中市南屯區工業區十八路31-1號
992037              ,中一,25.022579,121.454566,新北市板橋區中正路332之5號1樓
130534              ,中山二,24.96109,121.412576,新北市土城區中山路3號B1樓
118497              ,中川,24.162031,120.651355,台中市西屯區台灣大道二段938號940號
143909              ,中仁,22.6152154480021,120.30254259742699,高雄市苓雅區興中二路38號1樓
128380              ,中友,24.153024,120.685165,台中市北區育才北路74號76號
155337              ,中天,24.95335,121.22371,桃園市中壢區石頭里中和路184號1樓
