縣市,鄉鎮市區,門市店名,門市店號,地址,緯度,經度
新北市,淡水區,淡捷門市,25158,新北市淡水區中正路1號(捷運淡水站1號販賣店),25.1681362,121.4454221
新北市,淡水區,馬偕門市,25160,新北市淡水區民生路56號,25.1378478,121.4620522
新北市,淡水區,美竹門市,25170,新北市淡水區民族路11號,25.1370443,121.4604213
新北市,淡水區,英專門市,25174,新北市淡水區英專路25號,25.169862,121.44545
新北市,淡水區,淡金門市,25174,新北市淡水區中山北路一段103號1、2樓,25.1765441,121.442453
基隆市,仁愛區,基隆港門市,20047,基隆市仁愛區愛三路118號B1-4F,25.1296239,121.7436702
基隆市,仁愛區,廟口門市,20048,基隆市仁愛區仁三路50號,25.1285686,121.7432905
基隆市,仁愛區,新仁一門市,20051,基隆市仁愛區仁一路165號1樓,25.1278249,121.751631
基隆市,七堵區,百福門市,20648,基隆市七堵區百三街57、59號1樓,25.0820145,121.6959076
宜蘭縣,宜蘭市,宜蘭門市,26044,宜蘭縣宜蘭市中山路三段21號1.2樓,24.7557945,121.7520907
宜蘭縣,礁溪鄉,礁溪門市,26248,宜蘭縣礁溪鄉德陽路25號,24.8276772,121.7727365
宜蘭縣,羅東鎮,宜興門市,26541,宜蘭縣羅東鎮興東路８－２號１－３樓,24.6773889,121.7684248
桃園市,中壢區,壢永門市,32059,桃園市中壢區福州二街396號1樓,24.9675867,121.2317222
桃園市,中壢區,內壢門市,32067,桃園市中壢區桃園縣中壢市忠孝路64、66號1、2樓,24.974196,121.2562561
桃園市,中壢區,中原門市,32081,桃園市中壢區桃園縣中壢市實踐路78號1樓,24.9553611,121.2409527
桃園市,中壢區,海華門市,32085,桃園市中壢區慈惠三街128號,24.964123,121.225933
桃園市,中壢區,海合門市,32085,桃園市中壢區桃園縣中壢市六合路76號1、2樓,24.9634412,121.2242766
桃園市,中壢區,龍東門市,32092,桃園市中壢區桃園縣中壢市龍東路215、217號,24.9302126,121.2534394
桃園市,中壢區,壢行藥局,32097,桃園市中壢區健行路198號(受託代銷),24.9478439,121.227783
桃園市,龍潭區,龍潭藥局,32552,桃園市龍潭區中正路180.182號(受託代銷),24.866656,121.2169139
桃園市,楊梅區,大成門市,32641,桃園市楊梅區大成路68號,24.9097811,121.1457208
桃園市,桃園區,桃佰門市,33041,桃園市桃園區中正路20號B1樓,24.9897388,121.3137948
桃園市,桃園區,桃中門市,33041,桃園市桃園區中正路40號,24.990413,121.313157
桃園市,桃園區,南平門市,33044,桃園市桃園區同安街442號1樓,25.0193079,121.3014957
桃園市,桃園區,藝文門市,33045,桃園市桃園區中正路1063號,25.0158133,121.2985025
桃園市,桃園區,新正昌門市,33047,桃園市桃園區中正路568號1樓,25.0038892,121.3053182
桃園市,桃園區,鑫業門市,33049,桃園市桃園區大業路一段132號,25.0066868,121.3165199
桃園市,桃園區,新龍安門市,33057,桃園市桃園區龍安街134號,24.9903312,121.2798213
桃園市,桃園區,國際門市,33072,桃園市桃園區國際路一段1193號,24.989392,121.288557
桃園市,龜山區,中興門市,33347,桃園市龜山區桃園縣龜山鄉中興路一段14.16號,24.9943172,121.3387797
桃園市,龜山區,長庚門市,33375,桃園市龜山區桃園縣龜山鄉復興一路78號1樓,25.0596617,121.3683839
桃園市,八德區,八德門市,33450,桃園市八德區介壽路一段836號1+2樓,24.9614501,121.2996426
桃園市,八德區,廣福藥局,33457,桃園市八德區廣福路30號1樓.2樓(受託代銷),24.9588164,121.2984167
桃園市,大溪區,新大溪門市,33542,桃園市大溪區慈湖路127號,24.8810869,121.288888
桃園市,大園區,二航門市(暫停營業中),33758,桃園市大園區航站南路9號 第二航廈北側擴建區5F-康是美,25.077012,121.231976
桃園市,蘆竹區,奉化門市,33845,桃園市蘆竹區忠孝西路202號1.2樓,25.0397349,121.2887979
桃園市,蘆竹區,南崁門市,33848,桃園市蘆竹區桃園縣蘆竹鄉南竹路一段66號1樓,25.0470825,121.291364
桃園市,蘆竹區,蘆竹門市,33850,桃園市蘆竹區中山路42號1、2樓,25.0534189,121.2999841
桃園市,蘆竹區,都會1號,33862,桃園市蘆竹區大竹路379 381 號1F,25.0203289,121.2649432
新竹市,東區,竹百門市,30041,新竹市東區西大路323號B1,24.8019347,120.9648374
新竹市,東區,風城門市,30043,新竹市東區民生路192號,24.8114006,120.976267
新竹市,東區,大新竹門市,30051,新竹市東區中正路19號1、2、3樓,24.8031001,120.970945
新竹市,東區,南大門市,30063,新竹市東區南大路615號,24.788147,120.96733
新竹市,東區,清華門市,30071,新竹市東區建功一路45-1號1、2樓,24.7979461,120.9977771
新竹市,東區,關埔門市,30072,新竹市東區埔頂二路105號,24.7918502,121.0114987
新竹市,東區,歐風1號,30072,新竹市東區關新路３６號,24.7857758,121.0188808
新竹市,東區,竹科門市,30080,新竹市東區金山街10號1樓.2樓,24.7782217,121.0198258
新竹市,香山區,新大庄門市,30093,新竹市香山區大庄路39 41號,24.7892101,120.9283427
新竹縣,竹北市,縣府門市,30251,新竹縣竹北市縣政九路145號1樓,24.827984,121.01012
新竹縣,竹北市,鐵家門市,30264,新竹縣竹北市自強南路211號1樓,24.8133693,121.0235778
新竹縣,竹北市,喜來登門市,30264,新竹縣竹北市十興里光明六路東一段241號,24.8207668,121.0265105
新竹縣,湖口鄉,湖口門市,30353,新竹縣湖口鄉仁和路123號1樓,24.87311,121.0146011
新竹縣,新豐鄉,新豐門市,30442,新竹縣新豐鄉建興路一段93之2號,24.8723543,120.9949136
新竹縣,竹東鎮,竹東門市,31048,新竹縣竹東鎮長春路三段34號1+2樓,24.7405056,121.086119
苗栗縣,竹南鎮,新竹南門市,35045,苗栗縣竹南鎮延平路105號1樓,24.6887716,120.8761054
苗栗縣,頭份市,頭份門市,35143,苗栗縣頭份市中正路121、123號1樓,24.686263,120.9095853
苗栗縣,苑裡鎮,新苑裡門市,35845,苗栗縣苑裡鎮和平路185號一樓.二樓,24.44202,120.651935
苗栗縣,苗栗市,新苗栗門市,36049,苗栗縣苗栗市光復路24號、26號,24.5526067,120.8164111
臺中市,中區,中站門市,40043,臺中市中區建國路137號1樓,24.1380009,120.684876
臺中市,東區,東英藥局,40147,臺中市東區十甲路450號(受託代銷),24.144252,120.709422
臺中市,南區,興大門市,40248,臺中市南區學府路48、50號,24.1251836,120.6752247
臺中市,西區,新美村門市,40345,臺中市西區美村路一段651、653號,24.1361106,120.6618758
臺中市,西區,向美門市,40351,臺中市西區美村路一段283號.285號.287號,,
臺中市,西區,健行門市,40353,臺中市西區健行路1042號,24.1567265,120.6631406
臺中市,西區,精誠門市,40360,臺中市西區精誠路15-1號1、2樓,24.1555802,120.6562748
臺中市,西區,廣三門市,40360,臺中市西區臺灣大道二段459號B1,24.1556104,120.6615703
臺中市,西區,超億門市,40360,臺中市西區公益路126號,24.1510213,120.6607368
臺中市,北區,新中友門市,40446,臺中市北區三民路3段161號B2樓B棟,24.1522173,120.6847829
臺中市,北區,北平二門市,40448,臺中市北區北平路二段161號.163號.165號.165-1號,24.1714152,120.6784346
臺中市,北區,北平門市,40448,臺中市北區北平路二段98號,24.1713825,120.6753852
臺中市,北區,中醫門市,40454,臺中市北區學士路95號(兒童醫療大樓一樓商,24.157001,120.6810349
臺中市,北區,進化門市,40457,臺中市北區進化北路306.308.310.312號,24.1632973,120.6822104
臺中市,北屯區,松安門市,40600,臺中市北屯區松竹路二段172號,24.1834463,120.6965138
臺中市,北屯區,興昌門市,40649,臺中市北屯區興安路一段289號,24.1730923,120.6942992
臺中市,北屯區,東軍門市,40663,臺中市北屯區東山路1段250-2號,24.1755678,120.7182714
臺中市,北屯區,東山藥局,40663,臺中市北屯區東山路一段320號;和福路258號部分(受託代銷),24.1758318,120.7229045
臺中市,西屯區,逢甲門市,40741,臺中市西屯區福星路297號,24.1819644,120.6451584
臺中市,西屯區,新逢星門市,40742,臺中市西屯區逢甲路28.30號1+2樓,24.1767649,120.641166
臺中市,西屯區,新漢門市,40746,臺中市西屯區漢口路二段142號1樓,24.1656954,120.663009
臺中市,西屯區,新百中門市,40756,臺中市西屯區臺灣大道二段251號10樓,24.16262,120.6497543
臺中市,西屯區,新大墩門市,40758,臺中市西屯區大墩路907、909號,24.156929,120.650229
臺中市,西屯區,中科門市,40762,臺中市西屯區西屯路3段150之38號,24.1860467,120.6229895
臺中市,南屯區,新黎明門市,40841,臺中市南屯區黎明路二段425號,24.1519355,120.6345641
臺中市,南屯區,金墩門市,40864,臺中市南屯區大墩路252號,24.142794,120.6500763
臺中市,南屯區,忠勇門市,40869,臺中市南屯區忠勇路105-27號1樓,24.151928,120.615458
臺中市,南屯區,向心門市,40876,臺中市南屯區向心南路967號1樓,24.136861,120.64376
臺中市,太平區,太平門市,41142,臺中市太平區中興路106、108號,24.127709,120.7164889
臺中市,太平區,樹孝門市,41169,臺中市太平區樹孝路69號一樓、二樓,24.1515548,120.7166971
臺中市,大里區,大買家門市,41245,臺中市大里區大明路315號1樓,24.1149773,120.6803573
臺中市,大里區,大里門市,41265,臺中市大里區東榮路36號,24.1102798,120.6882614
臺中市,大里區,楓康門市,41272,臺中市大里區成功路171號,24.0874451,120.702416
臺中市,霧峰區,霧峰門市,41341,臺中市霧峰區中正路854號,24.0630028,120.6985934
臺中市,烏日區,烏日門市,41443,臺中市烏日區仁德村中山路一段417號1、2樓,24.1076532,120.6381199
臺中市,豐原區,豐百門市,42043,臺中市豐原區復興路2號B1,24.2509879,120.7206061
臺中市,豐原區,豐原門市,42056,臺中市豐原區中正路120號1、2樓,24.251974,120.720455
臺中市,后里區,新后里門市,42144,臺中市后里區甲后路一段539號,24.3092918,120.7193633
臺中市,東勢區,東勢門市,42343,臺中市東勢區豐勢路391號1樓,24.2559559,120.8287829
臺中市,潭子區,潭子門市,42750,臺中市潭子區勝利路１８５號１樓,24.211175,120.7005335
臺中市,大雅區,大雅門市,42853,臺中市大雅區中清東路191號1、2樓,24.223954,120.6476003
臺中市,沙鹿區,靜宜門市,43342,臺中市沙鹿區北勢東路586、588、590號,24.2288205,120.5739776
臺中市,沙鹿區,沙鹿門市,43353,臺中市沙鹿區沙田路133號1樓,24.236255,120.559037
臺中市,龍井區,東海門市,43442,臺中市龍井區新興路20、20-1號1樓,24.1808666,120.5898007
臺中市,梧棲區,童綜合門市,43544,臺中市梧棲區臺灣大道8段699號B1,24.2469991,120.5423752
臺中市,清水區,清水門市,43653,臺中市清水區中山路106號1樓,24.267285,120.575009
臺中市,大甲區,新大甲門市,43745,臺中市大甲區順天里3鄰蔣公路136號1+2F,24.346172,120.6225621
彰化縣,彰化市,彰億門市,50043,彰化縣彰化市三民路305號,24.086188,120.54481
彰化縣,彰化市,彰和門市,50046,彰化縣彰化市和平路46號1、2樓,24.079824,120.540595
彰化縣,彰化市,曉陽藥局,50047,彰化縣彰化市西安里民族路２９１號(受託代銷),24.0726767,120.5391448
彰化縣,彰化市,大埔門市,50093,彰化縣彰化市大埔路540號,24.06522,120.542822
彰化縣,鹿港鎮,鹿港門市,50542,彰化縣鹿港鎮民權路87號,24.0576789,120.4371833
彰化縣,和美鎮,道周門市,50845,彰化縣和美鎮道周路407號一樓,24.1072691,120.4966522
彰化縣,和美鎮,和美門市,50861,彰化縣和美鎮彰美路五段355號1樓,24.1114725,120.4988958
彰化縣,員林市,員林門市,51041,彰化縣員林市民權街1號1樓,23.959245,120.571621
彰化縣,員林市,員大門市,51056,彰化縣員林市大同路一段455號1樓,23.9658775,120.5789842
彰化縣,溪湖鎮,溪湖藥局(暫停營業中),51442,彰化縣溪湖鎮西環路365號(受託代銷),23.9609838,120.4770978
彰化縣,北斗鎮,北斗門市,52145,彰化縣北斗鎮中華路270號1樓,23.8730888,120.5217816
南投縣,南投市,南投門市,54057,南投縣南投市三和三路37號,23.9049848,120.6870533
南投縣,草屯鎮,惠德門市,54263,南投縣草屯鎮太平路二段240.242號,23.9742381,120.6835194
