縣市,鄉鎮市區,門市名稱,地址,緯度,經度
桃園市,中壢區,中原2,桃園市中壢區中山東路二段26號,24.954271,121.237276
桃園市,中壢區,壢運,桃園市中壢區中正路99號,24.954833,121.222989
桃園市,中壢區,海華,桃園市中壢區慈惠三街156號,24.964886,121.225841
桃園市,中壢區,龍岡,桃園市中壢區龍東路219號,24.93037,121.25352
桃園市,中壢區,環東,桃園市中壢區環中東路216號,24.964908,121.258562
桃園市,中壢區,壢春,桃園市中壢區長春路1號,24.979168,121.250518
桃園市,中壢區,健行,桃園市中壢區健行路200號,24.947809,121.227508
桃園市,中壢區,福州,桃園市中壢區福州一街250號,24.967399,121.23308
桃園市,中壢區,新明,桃園市中壢區新明路41號,24.959151,121.214969
桃園市,中壢區,壢新,桃園市中壢區新生路182號,24.96114,121.223106
桃園市,中壢區,大江,桃園市中壢區中園路二段509號B1F,25.001673,121.229018
桃園市,中壢區,龍昌,桃園市中壢區龍昌路180巷2號,24.937451,121.249588
桃園市,八德區,八德,桃園市八德區介壽路一段950號,24.958566,121.299394
桃園市,八德區,桃鶯,桃園市八德區桃鶯路53號,24.971031,121.327285
桃園市,八德區,義勇,桃園市八德區義勇街140號,24.963421,121.305417
桃園市,八德區,介壽,桃園市八德區介壽路二段1068號,24.931875,121.297126
桃園市,大園區,大園,桃園市大園區中正東路12號,25.06396,121.198083
桃園市,大溪區,崎頂,桃園市大溪區介壽路848號,24.900827,121.283692
桃園市,大溪區,新大溪,桃園市大溪區慈湖路89號,24.882095,121.286873
桃園市,平鎮區,平鎮,桃園市平鎮區南豐路28-3號,24.900337,121.210112
桃園市,平鎮區,平鎮二,桃園市平鎮區文化街82號,24.954221,121.202965
桃園市,平鎮區,平和,桃園市平鎮區和平路172號,24.946637,121.219926
桃園市,新屋區,新屋,桃園市新屋區中山路235號,24.972558,121.106773
桃園市,桃園區,中正,桃園市桃園區中正路54號,24.99112,121.312852
桃園市,桃園區,桃園,桃園市桃園區中正路146號,24.994041,121.311592
桃園市,桃園區,縣府,桃園市桃園區縣府路314號,24.99258,121.300166
桃園市,桃園區,北埔,桃園市桃園區中正路513號,25.002721,121.305803
桃園市,桃園區,南門,桃園市桃園區南華街107號,24.991616,121.307677
桃園市,桃園區,桃鶯2,桃園市桃園區桃鶯路253號,24.983839,121.318713
桃園市,桃園區,寶山,桃園市桃園區寶山街273號,25.011319,121.313728
桃園市,桃園區,藝文,桃園市桃園區中正路1228號,25.018829,121.297462
桃園市,桃園區,中山東,桃園市桃園區中山東路32-4號,24.995832,121.314764
桃園市,桃園區,新大有,桃園市桃園區大有路511號,25.014229,121.317497
桃園市,桃園區,桃中,桃園市桃園區中平路84號,24.988346,121.292582
桃園市,桃園區,大興西,桃園市桃園區大興西路二段39號,25.011471,121.299324
桃園市,桃園區,新龍安,桃園市桃園區龍安街140號,24.990776,121.279734
桃園市,桃園區,大興,桃園市桃園區大興路175號,25.015646,121.309165
桃園市,桃園區,新藝文,桃園市桃園區南平路332號,25.018277,121.296101
桃園市,楊梅區,楊梅,桃園市楊梅區大成路109號,24.910832,121.145685
桃園市,楊梅區,埔心,桃園市楊梅區中興路34號,24.918456,121.184217
桃園市,蘆竹區,南崁,桃園市蘆竹區南崁路200號,25.048281,121.294018
桃園市,蘆竹區,南竹,桃園市蘆竹區南竹路一段60號,25.047265,121.291784
桃園市,蘆竹區,蘆中,桃園市蘆竹區中山路59號,25.052372,121.300412
桃園市,蘆竹區,奉化,桃園市蘆竹區奉化路75號,25.037001,121.292406
桃園市,蘆竹區,新台茂,桃園市蘆竹區南崁路一段112號,25.053046,121.287707
桃園市,蘆竹區,大竹,桃園市蘆竹區大竹路515號,25.023359,121.26
桃園市,蘆竹區,南昌,桃園市蘆竹區南昌路242號,25.040384,121.288697
桃園市,觀音區,觀音,桃園市觀音區大觀路二段163號,25.045925,121.141277
桃園市,龍潭區,龍潭,桃園市龍潭區中正路110號,24.867241,121.215966
桃園市,龍潭區,龍興,桃園市龍潭區中興路279號,24.874037,121.234147
桃園市,龜山區,龜山,桃園市龜山區中興路431-2號,24.993383,121.336553
桃園市,龜山區,長庚,桃園市龜山區復興一路80號,25.057086,121.363794
桃園市,龜山區,龍華,桃園市龜山區萬壽路一段298號,25.017411,121.402895
桃園市,龜山區,長庚大,桃園市龜山區文化一路259號,25.035294,121.389521
澎湖縣,馬公市,澎湖,澎湖縣馬公市中正路26號,23.564864,119.565416
澎湖縣,馬公市,北辰,澎湖縣馬公市中華路59-2號,23.570075,119.570968
花蓮縣,吉安鄉,吉安,花蓮縣吉安鄉中華路二段340號,23.973497,121.579327
花蓮縣,玉里鎮,玉里,花蓮縣玉里鎮中山路一段209號,23.33138,121.315607
花蓮縣,花蓮市,花蓮,花蓮縣花蓮市中山路209號,23.977575,121.608835
花蓮縣,花蓮市,花中,花蓮縣花蓮市中山路551號,23.98729,121.601189
花蓮縣,花蓮市,美琪,花蓮縣花蓮市中正路388號,23.974591,121.60357
花蓮縣,花蓮市,花中二,花蓮縣花蓮市中正路541號,23.977167,121.607027
苗栗縣,公館鄉,公館,苗栗縣公館鄉大同路154號,24.501999,120.828296
苗栗縣,卓蘭鎮,卓蘭,苗栗縣卓蘭鎮中正路101號,24.311812,120.825055
苗栗縣,後龍鎮,後龍,苗栗縣後龍鎮中北街70-3號,24.615498,120.788049
苗栗縣,竹南鎮,竹南,苗栗縣竹南鎮博愛街73號,24.686568,120.876849
苗栗縣,苑裡鎮,新苑裡,苗栗縣苑裡鎮中山路123號,24.441674,120.650842
苗栗縣,苗栗市,苗栗,苗栗縣苗栗市光復路45巷1號,24.55298,120.816459
苗栗縣,苗栗市,苗農,苗栗縣苗栗市中正路336號,24.562473,120.82322
苗栗縣,通霄鎮,通霄,苗栗縣通霄鎮中正路82號,24.490824,120.679408
苗栗縣,銅鑼鄉,銅鑼,苗栗縣銅鑼鄉中正路120號,24.487137,120.785054
苗栗縣,頭份市,頭份,苗栗縣頭份市中正路159號,24.686817,120.910064
金門縣,金城鎮,金門,金門縣金城鎮民生路35-2號,24.435064,118.319327
金門縣,金湖鎮,金門2,金門縣金湖鎮中正路90號,24.44157,118.414553
雲林縣,北港鎮,北港,雲林縣北港鎮民主路98號,23.568697,120.301682
雲林縣,斗六市,斗六,雲林縣斗六市民生路156號,23.711507,120.541693
雲林縣,斗六市,雲科,雲林縣斗六市中山路300-1號,23.701404,120.538204
雲林縣,斗六市,鎮北,雲林縣斗六市鎮北路115號,23.714739,120.540662
雲林縣,斗南鎮,斗南,雲林縣斗南鎮中山路70號,23.675092,120.479567
雲林縣,莿桐鄉,莿桐,雲林縣莿桐鄉中山路80號,23.756747,120.497763
雲林縣,虎尾鎮,虎尾,雲林縣虎尾鎮中正路141號,23.708026,120.43321
雲林縣,虎尾鎮,虎尾二,雲林縣虎尾鎮中正路340號,23.703849,120.42903
雲林縣,西螺鎮,西螺,雲林縣西螺鎮中山路167號,23.799734,120.459646
雲林縣,麥寮鄉,麥寮,雲林縣麥寮鄉中興路42號,23.751176,120.251654
高雄市,三民區,澄和,高雄市三民區澄和路129號,22.644766,120.343057
高雄市,三民區,建興,高雄市三民區建興路224號,22.644716,120.324914
高雄市,三民區,天祥,高雄市三民區天祥一路171號,22.667473,120.318969
高雄市,三民區,察哈爾,高雄市三民區博愛一路225號,22.647732,120.302911
高雄市,三民區,河北,高雄市三民區河北二路110號,22.636315,120.297179
高雄市,三民區,高明,高雄市三民區陽明路172號,22.63757,120.34093
高雄市,三民區,明哲,高雄市三民區明哲路1號,22.661111,120.313865
高雄市,三民區,大昌,高雄市三民區大昌二路114號,22.643654,120.332237
高雄市,三民區,灣中,高雄市三民區灣中街341號,22.649891,120.317122
高雄市,三民區,鼎力,高雄市三民區鼎力路27號,22.662595,120.319427
高雄市,三民區,新坎城,高雄市三民區自由一路105號,22.643752,120.306379
高雄市,三民區,新建工,高雄市三民區建工路432號,22.651891,120.32581
高雄市,仁武區,仁武,高雄市仁武區仁武村中正路190-1號,22.702247,120.351798
高雄市,仁武區,仁忠,高雄市仁武區仁忠路202號,22.679917,120.354483
高雄市,前鎮區,一心,高雄市前鎮區一心二路45號,22.611205,120.310446
高雄市,前鎮區,瑞隆,高雄市前鎮區瑞隆路436號,22.605539,120.329562
高雄市,前鎮區,文橫,高雄市前鎮區文橫三路190號,22.614215,120.307261
高雄市,前鎮區,草衙,高雄市前鎮區草衙二路393號,22.578519,120.322406
高雄市,前鎮區,新光前,高雄市前鎮區中安路1-1號3樓,22.581317,120.329122
高雄市,前鎮區,瑞北,高雄市前鎮區瑞北路52號,22.609351,120.334287
高雄市,大寮區,大寮,高雄市大寮區鳳林三路330號,22.602046,120.39755
高雄市,大寮區,後庄,高雄市大寮區鳳屏一路281號,22.636174,120.392019
高雄市,大樹區,義大,高雄市大樹區學城路一段12號,22.729421,120.406153
高雄市,大社區,大社,高雄市大社區中山路365號,22.73155,120.351168
高雄市,小港區,小港,高雄市小港區漢民路283號,22.567024,120.353649
高雄市,小港區,宏平,高雄市小港區宏平路130號,22.571125,120.363044
高雄市,岡山區,岡山,高雄市岡山區壽天路111號,22.79457,120.291117
高雄市,左營區,左營,高雄市左營區左營大路290號,22.686066,120.291139
高雄市,左營區,右昌,高雄市左營區後昌路651號,22.708223,120.298168
高雄市,左營區,裕誠,高雄市左營區裕誠路413號,22.665341,120.306815
高雄市,左營區,崇高,高雄市左營區崇德路385號,22.676534,120.302281
高雄市,左營區,自由3,高雄市左營區自由三路210號,22.672137,120.311427
高雄市,新興區,六合,高雄市新興區六合一路94號,22.632677,120.307851
高雄市,新興區,六合發,高雄市新興區六合二路14號,22.632917,120.301294
高雄市,新興區,南華,高雄市新興區林森一路166號,22.63042,120.304739
高雄市,新興區,新崛江,高雄市新興區文橫二路149-1號,22.622896,120.303569
高雄市,旗山區,旗山,高雄市旗山區延平一路617號,22.885446,120.483173
高雄市,旗津區,旗津,高雄市旗津區通山路18號,22.613036,120.268846
高雄市,林園區,林園,高雄市林園區東林西路29號,22.503705,120.395197
高雄市,楠梓區,楠梓,高雄市楠梓區建楠路156號,22.72711,120.326698
高雄市,楠梓區,楠梓二,高雄市楠梓區後昌路123號,22.718468,120.310631
高雄市,楠梓區,德賢,高雄市楠梓區德賢路193號,22.726393,120.305974
高雄市,楠梓區,德民,高雄市楠梓區德民路977號,22.720197,120.288257
高雄市,楠梓區,右昌2,高雄市楠梓區右昌街146號,22.71051,120.290075
高雄市,橋頭區,橋頭,高雄市橋頭區隆豐路201號,22.753939,120.307304
高雄市,美濃區,美濃,高雄市美濃區中正路一段42號,22.900541,120.541598
高雄市,苓雅區,廣州,高雄市苓雅區廣州一街141-3號,22.624004,120.317028
高雄市,苓雅區,建國,高雄市苓雅區正義路136號,22.630932,120.339439
高雄市,苓雅區,武廟,高雄市苓雅區福德二路20之1號,22.630676,120.328047
高雄市,苓雅區,興中,高雄市苓雅區興中一路377號,22.616242,120.306497
高雄市,苓雅區,漢神,高雄市苓雅區成功一路239-6號,22.618652,120.295746
高雄市,路竹區,路竹,高雄市路竹區大社路21號,22.862575,120.261575
高雄市,阿蓮區,新阿蓮,高雄市阿蓮區中山路73號,22.879475,120.328704
高雄市,鳳山區,鳳山,高雄市鳳山區中山路120-1號,22.623166,120.357819
高雄市,鳳山區,五甲,高雄市鳳山區五甲二路690號,22.594812,120.330255
高雄市,鳳山區,青年,高雄市鳳山區青年路二段389號,22.642646,120.351484
高雄市,鳳山區,鳳松,高雄市鳳山區經武路229號,22.636795,120.364018
高雄市,鹽埕區,華王,高雄市鹽埕區五福四路55號,22.62167,120.287184
高雄市,鼓山區,瑞豐,高雄市鼓山區裕誠路1087號,22.665703,120.299647
高雄市,鼓山區,內惟,高雄市鼓山區九如四路1476號,22.66008,120.28032
